transaction_id,order_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,discount_amount,tax_amount,final_amount,payment_method,order_status,region,country,date,customer_segment,month,year
TXN_004236,ORD_1788,CUST_0929,PROD_023,Electronics Smart Watch,Electronics,2,610.27,1220.53,137.08,59.7,1143.15,Debit Card,Delivered,East,Vietnam,2025-11-15 16:48:46.865326,VIP,2025-11,2025
TXN_004237,ORD_2264,CUST_1622,PROD_356,Beauty Cream,Beauty,2,44.64,89.28,0.0,6.07,95.35,Debit Card,Completed,West,Singapore,2024-12-13 16:48:46.865392,Regular,2024-12,2024
TXN_004238,ORD_2039,CUST_0839,PROD_272,Sports Bike,Sports,1,142.02,142.02,0.0,7.17,149.19,Debit Card,Completed,East,Malaysia,2025-08-20 16:48:46.865457,New,2025-08,2025
TXN_004239,ORD_1371,CUST_0222,PROD_432,Beauty Makeup,Beauty,4,78.84,315.35,0.0,27.44,342.79,Debit Card,Completed,West,Thailand,2025-09-21 16:48:46.865523,Regular,2025-09,2025
TXN_004240,ORD_1328,CUST_1442,PROD_473,Books Comic,Books,3,41.16,123.47,0.0,16.29,139.77,Debit Card,Shipped,North,Indonesia,2025-01-31 16:48:46.865588,Regular,2025-01,2025
TXN_004241,ORD_0530,CUST_1746,PROD_321,Books Fiction,Books,2,30.72,61.44,0.0,5.93,67.37,Debit Card,Completed,Central,Malaysia,2025-10-20 16:48:46.865654,Regular,2025-10,2025
TXN_004242,ORD_0476,CUST_1047,PROD_455,Sports Basketball,Sports,3,238.04,714.12,0.0,68.54,782.65,Bank Transfer,Pending,Central,Malaysia,2025-10-17 16:48:46.865719,Regular,2025-10,2025
TXN_004243,ORD_2914,CUST_0111,PROD_227,Home & Garden Table,Home & Garden,3,242.24,726.73,21.23,44.52,750.02,Cash,Completed,Central,Singapore,2025-07-28 16:48:46.865788,Regular,2025-07,2025
TXN_004244,ORD_0770,CUST_1758,PROD_304,Clothing Jeans,Clothing,3,196.75,590.26,0.0,40.81,631.06,Debit Card,Completed,West,Vietnam,2024-12-28 16:48:46.865854,Regular,2024-12,2024
TXN_004245,ORD_2960,CUST_1798,PROD_306,Home & Garden Table,Home & Garden,2,106.45,212.9,0.0,21.05,233.95,Cash,Completed,West,Singapore,2025-10-19 16:48:46.865919,Regular,2025-10,2025
TXN_004246,ORD_0762,CUST_0548,PROD_163,Electronics Headphones,Electronics,4,415.07,1660.3,0.0,116.82,1777.12,Digital Wallet,Completed,East,Indonesia,2025-06-16 16:48:46.865983,Regular,2025-06,2025
TXN_004247,ORD_2158,CUST_0730,PROD_060,Books Non-Fiction,Books,1,11.11,11.11,0.0,1.04,12.14,Credit Card,Completed,North,Indonesia,2025-08-28 16:48:46.866048,Regular,2025-08,2025
TXN_004248,ORD_0383,CUST_1701,PROD_214,Electronics Smart Watch,Electronics,3,1412.15,4236.45,0.0,297.65,4534.1,Cash,Completed,South,Indonesia,2025-10-17 16:48:46.866113,Regular,2025-10,2025
TXN_004249,ORD_0248,CUST_1192,PROD_403,Clothing Jacket,Clothing,1,72.77,72.77,0.0,6.46,79.23,Debit Card,Completed,Central,Vietnam,2025-01-09 16:48:46.866178,Regular,2025-01,2025
TXN_004250,ORD_2035,CUST_1130,PROD_095,Clothing Jacket,Clothing,2,21.8,43.6,1.27,4.39,46.71,Digital Wallet,Completed,North,Malaysia,2025-07-11 16:48:46.866245,Regular,2025-07,2025
TXN_004251,ORD_0685,CUST_0037,PROD_269,Electronics Tablet,Electronics,1,1560.07,1560.07,0.0,165.5,1725.57,Digital Wallet,Completed,Central,Vietnam,2024-12-25 16:48:46.866318,Regular,2024-12,2024
TXN_004252,ORD_0412,CUST_0296,PROD_025,Beauty Shampoo,Beauty,3,94.38,283.13,0.0,29.91,313.04,Cash,Completed,East,Thailand,2025-09-26 16:48:46.866391,Regular,2025-09,2025
TXN_004253,ORD_0969,CUST_1004,PROD_145,Beauty Nail Polish,Beauty,4,83.38,333.53,0.0,33.39,366.92,Bank Transfer,Completed,East,Indonesia,2025-02-23 16:48:46.866458,New,2025-02,2025
TXN_004254,ORD_2734,CUST_1093,PROD_415,Clothing Shoes,Clothing,2,106.72,213.44,0.0,21.78,235.22,Debit Card,Completed,East,Thailand,2025-02-11 16:48:46.866524,New,2025-02,2025
TXN_004255,ORD_1583,CUST_1004,PROD_178,Sports Bike,Sports,4,169.68,678.7,0.0,38.87,717.57,Digital Wallet,Shipped,North,Singapore,2025-02-10 16:48:46.866590,Regular,2025-02,2025
TXN_004256,ORD_0176,CUST_0859,PROD_382,Home & Garden Table,Home & Garden,1,242.33,242.33,0.0,25.38,267.71,Cash,Completed,South,Thailand,2025-03-24 16:48:46.866655,Regular,2025-03,2025
TXN_004257,ORD_2980,CUST_0678,PROD_408,Food Coffee,Food,3,27.51,82.53,5.78,9.88,86.63,Digital Wallet,Completed,North,Malaysia,2025-04-25 16:48:46.866723,Regular,2025-04,2025
TXN_004258,ORD_0675,CUST_0084,PROD_183,Sports Bike,Sports,3,157.76,473.28,0.0,26.66,499.94,Cash,Completed,South,Indonesia,2025-09-06 16:48:46.866791,New,2025-09,2025
TXN_004259,ORD_2506,CUST_1586,PROD_198,Beauty Cream,Beauty,2,7.57,15.15,2.02,0.68,13.81,Bank Transfer,Completed,North,Singapore,2025-10-08 16:48:46.866859,Loyal,2025-10,2025
TXN_004260,ORD_1434,CUST_1525,PROD_300,Sports Basketball,Sports,3,256.42,769.25,0.0,76.26,845.51,Debit Card,Completed,West,Malaysia,2025-08-21 16:48:46.866929,Regular,2025-08,2025
TXN_004261,ORD_1397,CUST_1859,PROD_494,Beauty Shampoo,Beauty,4,63.84,255.38,0.0,32.76,288.14,Cash,Completed,East,Indonesia,2025-01-11 16:48:46.866994,VIP,2025-01,2025
TXN_004262,ORD_1181,CUST_1914,PROD_165,Beauty Perfume,Beauty,4,41.62,166.5,0.0,10.96,177.46,Digital Wallet,Completed,Central,Indonesia,2025-01-01 16:48:46.867060,Loyal,2025-01,2025
TXN_004263,ORD_1719,CUST_1049,PROD_223,Food Snacks,Food,2,4.87,9.75,0.0,0.86,10.61,Debit Card,Completed,West,Indonesia,2025-11-01 16:48:46.867124,Regular,2025-11,2025
TXN_004264,ORD_2121,CUST_0227,PROD_393,Electronics Laptop,Electronics,2,687.94,1375.89,0.0,190.8,1566.69,Bank Transfer,Completed,Central,Vietnam,2025-11-07 16:48:46.867189,New,2025-11,2025
TXN_004265,ORD_1646,CUST_0557,PROD_268,Food Chocolate,Food,4,27.35,109.38,0.0,12.96,122.34,Cash,Completed,East,Vietnam,2025-09-09 16:48:46.867263,New,2025-09,2025
TXN_004266,ORD_1450,CUST_1326,PROD_490,Electronics Laptop,Electronics,3,1108.41,3325.23,0.0,334.73,3659.96,Debit Card,Completed,West,Singapore,2025-05-17 16:48:46.867328,VIP,2025-05,2025
TXN_004267,ORD_1824,CUST_0753,PROD_319,Books Fiction,Books,1,12.28,12.28,0.0,1.3,13.59,Cash,Delivered,South,Thailand,2025-06-08 16:48:46.867392,Loyal,2025-06,2025
TXN_004268,ORD_0337,CUST_1647,PROD_150,Home & Garden Table,Home & Garden,2,469.81,939.63,0.0,101.72,1041.35,Digital Wallet,Completed,Central,Vietnam,2025-01-14 16:48:46.867458,VIP,2025-01,2025
TXN_004269,ORD_0151,CUST_1163,PROD_115,Home & Garden Bed,Home & Garden,3,142.33,427.0,74.13,36.32,389.18,Cash,Completed,North,Singapore,2025-04-07 16:48:46.867528,New,2025-04,2025
TXN_004270,ORD_2320,CUST_1749,PROD_114,Clothing Dress,Clothing,1,117.72,117.72,0.0,8.01,125.74,Cash,Completed,Central,Thailand,2025-09-02 16:48:46.867594,Regular,2025-09,2025
TXN_004271,ORD_2364,CUST_1953,PROD_123,Electronics Tablet,Electronics,3,1716.95,5150.85,0.0,458.73,5609.58,Debit Card,Completed,South,Singapore,2025-12-01 16:48:46.867657,Regular,2025-12,2025
TXN_004272,ORD_1685,CUST_0608,PROD_118,Electronics Smartphone,Electronics,1,183.27,183.27,0.0,27.21,210.48,Digital Wallet,Completed,West,Vietnam,2025-08-10 16:48:46.867722,Regular,2025-08,2025
TXN_004273,ORD_0008,CUST_0252,PROD_435,Food Tea,Food,1,10.44,10.44,0.0,0.6,11.04,Digital Wallet,Completed,West,Vietnam,2025-09-17 16:48:46.867788,Regular,2025-09,2025
TXN_004274,ORD_1430,CUST_0236,PROD_309,Books Comic,Books,3,23.84,71.52,0.0,6.27,77.79,Cash,Completed,West,Indonesia,2025-07-28 16:48:46.867852,Regular,2025-07,2025
TXN_004275,ORD_0150,CUST_0474,PROD_210,Beauty Perfume,Beauty,4,12.27,49.09,0.0,7.35,56.44,Debit Card,Completed,South,Vietnam,2025-05-11 16:48:46.867916,Loyal,2025-05,2025
TXN_004276,ORD_1972,CUST_1914,PROD_061,Food Coffee,Food,2,15.59,31.18,0.58,2.91,33.51,Bank Transfer,Completed,Central,Vietnam,2025-08-23 16:48:46.867984,Regular,2025-08,2025
TXN_004277,ORD_2039,CUST_0547,PROD_393,Clothing Jacket,Clothing,4,78.78,315.13,31.67,27.2,310.66,Credit Card,Completed,South,Singapore,2025-07-23 16:48:46.868051,Regular,2025-07,2025
TXN_004278,ORD_2651,CUST_0015,PROD_426,Clothing T-Shirt,Clothing,4,170.53,682.11,0.0,78.5,760.62,Credit Card,Completed,South,Malaysia,2025-02-07 16:48:46.868117,New,2025-02,2025
TXN_004279,ORD_1272,CUST_0218,PROD_183,Books Magazine,Books,3,11.1,33.29,0.0,2.47,35.77,Cash,Completed,West,Indonesia,2025-08-24 16:48:46.868183,Regular,2025-08,2025
TXN_004280,ORD_2477,CUST_0545,PROD_338,Electronics Tablet,Electronics,3,300.68,902.05,0.0,108.42,1010.47,Credit Card,Completed,East,Malaysia,2025-09-09 16:48:46.868250,Regular,2025-09,2025
TXN_004281,ORD_2456,CUST_1821,PROD_045,Electronics Laptop,Electronics,3,486.38,1459.13,0.0,203.81,1662.95,Digital Wallet,Pending,West,Thailand,2025-11-17 16:48:46.868322,Regular,2025-11,2025
TXN_004282,ORD_1543,CUST_1392,PROD_230,Books Fiction,Books,2,45.67,91.34,0.0,13.54,104.88,Digital Wallet,Completed,West,Singapore,2025-03-15 16:48:46.868395,Loyal,2025-03,2025
TXN_004283,ORD_2167,CUST_1555,PROD_217,Home & Garden Sofa,Home & Garden,4,96.16,384.65,0.0,47.31,431.95,Cash,Completed,East,Vietnam,2025-08-20 16:48:46.868462,New,2025-08,2025
TXN_004284,ORD_2444,CUST_1481,PROD_197,Clothing Jacket,Clothing,1,194.04,194.04,0.0,16.81,210.85,Debit Card,Completed,South,Malaysia,2025-08-20 16:48:46.868528,New,2025-08,2025
TXN_004285,ORD_0516,CUST_0940,PROD_416,Home & Garden Table,Home & Garden,1,941.77,941.77,0.0,83.72,1025.49,Debit Card,Completed,North,Malaysia,2025-05-19 16:48:46.868592,Regular,2025-05,2025
TXN_004286,ORD_0385,CUST_0606,PROD_375,Home & Garden Bed,Home & Garden,4,165.91,663.64,0.0,56.33,719.98,Debit Card,Completed,West,Indonesia,2024-12-12 16:48:46.868657,Regular,2024-12,2024
TXN_004287,ORD_1356,CUST_0820,PROD_109,Clothing Jacket,Clothing,1,32.59,32.59,0.11,3.49,35.97,Digital Wallet,Completed,South,Thailand,2025-02-28 16:48:46.868724,Regular,2025-02,2025
TXN_004288,ORD_0566,CUST_1830,PROD_405,Home & Garden Bed,Home & Garden,2,874.69,1749.38,0.0,133.23,1882.6,Bank Transfer,Completed,East,Indonesia,2025-05-04 16:48:46.868790,New,2025-05,2025
TXN_004289,ORD_2796,CUST_1747,PROD_105,Home & Garden Table,Home & Garden,3,806.26,2418.78,0.0,162.79,2581.57,Credit Card,Shipped,North,Vietnam,2025-12-07 16:48:46.868854,Regular,2025-12,2025
TXN_004290,ORD_1487,CUST_0804,PROD_354,Books Textbook,Books,4,38.5,154.01,0.0,14.21,168.22,Debit Card,Completed,West,Malaysia,2025-03-03 16:48:46.868922,Regular,2025-03,2025
TXN_004291,ORD_1717,CUST_0643,PROD_170,Books Comic,Books,3,34.08,102.25,0.0,13.2,115.45,Bank Transfer,Completed,East,Indonesia,2025-07-08 16:48:46.868987,New,2025-07,2025
TXN_004292,ORD_0009,CUST_1347,PROD_136,Books Non-Fiction,Books,3,13.41,40.23,0.0,6.0,46.22,Credit Card,Completed,Central,Vietnam,2025-10-17 16:48:46.869051,New,2025-10,2025
TXN_004293,ORD_1422,CUST_1357,PROD_156,Electronics Headphones,Electronics,1,1446.5,1446.5,0.0,140.81,1587.31,Debit Card,Completed,North,Singapore,2025-06-11 16:48:46.869115,Regular,2025-06,2025
TXN_004294,ORD_1803,CUST_0207,PROD_335,Home & Garden Chair,Home & Garden,4,138.53,554.13,0.0,68.75,622.88,Credit Card,Completed,Central,Malaysia,2025-07-17 16:48:46.869180,Regular,2025-07,2025
TXN_004295,ORD_0101,CUST_1438,PROD_272,Electronics Smartphone,Electronics,4,1872.17,7488.67,0.0,664.43,8153.1,Digital Wallet,Completed,South,Singapore,2025-02-02 16:48:46.869244,New,2025-02,2025
TXN_004296,ORD_1828,CUST_1003,PROD_159,Clothing Jeans,Clothing,1,176.09,176.09,0.0,21.39,197.48,Debit Card,Completed,South,Thailand,2024-12-31 16:48:46.869308,Regular,2024-12,2024
TXN_004297,ORD_2589,CUST_1700,PROD_477,Food Snacks,Food,2,23.61,47.21,0.0,5.68,52.89,Debit Card,Completed,East,Malaysia,2025-04-20 16:48:46.869371,New,2025-04,2025
TXN_004298,ORD_1965,CUST_1184,PROD_469,Food Coffee,Food,3,21.32,63.97,0.0,6.58,70.55,Digital Wallet,Pending,Central,Indonesia,2025-02-04 16:48:46.869435,Regular,2025-02,2025
TXN_004299,ORD_0838,CUST_1216,PROD_284,Beauty Cream,Beauty,4,65.02,260.1,0.0,37.2,297.3,Credit Card,Completed,North,Indonesia,2025-03-20 16:48:46.869499,New,2025-03,2025
TXN_004300,ORD_1765,CUST_0163,PROD_214,Electronics Smart Watch,Electronics,2,1034.16,2068.32,0.0,198.49,2266.81,Digital Wallet,Completed,West,Indonesia,2025-11-29 16:48:46.869568,Regular,2025-11,2025
TXN_004301,ORD_1168,CUST_1615,PROD_246,Sports Bike,Sports,4,88.29,353.16,0.0,33.04,386.19,Debit Card,Completed,West,Malaysia,2025-10-07 16:48:46.869636,VIP,2025-10,2025
TXN_004302,ORD_0502,CUST_0883,PROD_405,Food Tea,Food,1,12.85,12.85,0.0,1.5,14.35,Credit Card,Completed,South,Singapore,2024-12-24 16:48:46.869701,Regular,2024-12,2024
TXN_004303,ORD_0465,CUST_0322,PROD_378,Home & Garden Chair,Home & Garden,3,125.55,376.65,0.0,41.27,417.93,Digital Wallet,Completed,West,Singapore,2025-11-23 16:48:46.869766,Regular,2025-11,2025
TXN_004304,ORD_2849,CUST_0648,PROD_118,Home & Garden Bed,Home & Garden,2,692.48,1384.97,0.0,119.9,1504.87,Bank Transfer,Completed,Central,Singapore,2025-09-01 16:48:46.869833,Loyal,2025-09,2025
TXN_004305,ORD_1016,CUST_0881,PROD_438,Beauty Shampoo,Beauty,1,67.05,67.05,0.0,6.05,73.1,Credit Card,Completed,East,Indonesia,2025-01-05 16:48:46.869930,Loyal,2025-01,2025
TXN_004306,ORD_2082,CUST_0230,PROD_411,Food Beverages,Food,4,6.72,26.87,0.0,2.47,29.34,Credit Card,Completed,East,Vietnam,2025-09-22 16:48:46.869997,VIP,2025-09,2025
TXN_004307,ORD_0352,CUST_0102,PROD_045,Sports Tennis Racket,Sports,2,83.21,166.42,0.0,10.62,177.04,Credit Card,Completed,North,Malaysia,2025-11-03 16:48:46.870078,Regular,2025-11,2025
TXN_004308,ORD_2993,CUST_1774,PROD_241,Home & Garden Lamp,Home & Garden,3,120.44,361.31,0.0,20.74,382.05,Cash,Shipped,South,Thailand,2025-03-11 16:48:46.870166,New,2025-03,2025
TXN_004309,ORD_2706,CUST_0829,PROD_188,Food Chocolate,Food,2,23.2,46.41,0.0,3.77,50.18,Bank Transfer,Pending,East,Singapore,2025-02-08 16:48:46.870247,New,2025-02,2025
TXN_004310,ORD_1406,CUST_1964,PROD_261,Electronics Smart Watch,Electronics,3,584.85,1754.54,0.0,134.9,1889.43,Digital Wallet,Completed,South,Singapore,2025-08-21 16:48:46.870319,Loyal,2025-08,2025
TXN_004311,ORD_0635,CUST_0716,PROD_350,Books Comic,Books,3,11.0,32.99,0.0,3.46,36.45,Bank Transfer,Completed,North,Vietnam,2025-11-29 16:48:46.870397,Regular,2025-11,2025
TXN_004312,ORD_0789,CUST_1096,PROD_365,Beauty Shampoo,Beauty,4,90.3,361.2,0.0,46.55,407.75,Credit Card,Completed,East,Thailand,2025-07-01 16:48:46.870472,Loyal,2025-07,2025
TXN_004313,ORD_1904,CUST_0518,PROD_287,Beauty Perfume,Beauty,3,63.08,189.24,0.0,28.24,217.48,Debit Card,Completed,West,Indonesia,2025-07-02 16:48:46.870555,Regular,2025-07,2025
TXN_004314,ORD_1087,CUST_0992,PROD_143,Home & Garden Table,Home & Garden,1,481.89,481.89,0.0,31.67,513.56,Digital Wallet,Completed,East,Singapore,2025-06-25 16:48:46.870817,Loyal,2025-06,2025
TXN_004315,ORD_1218,CUST_0403,PROD_304,Clothing Dress,Clothing,3,47.12,141.35,0.0,12.19,153.54,Digital Wallet,Completed,East,Vietnam,2025-05-02 16:48:46.870904,Regular,2025-05,2025
TXN_004316,ORD_1102,CUST_0016,PROD_271,Beauty Perfume,Beauty,3,93.95,281.84,0.0,33.29,315.13,Debit Card,Completed,South,Vietnam,2025-08-19 16:48:46.870975,Regular,2025-08,2025
TXN_004317,ORD_0432,CUST_0926,PROD_417,Clothing Dress,Clothing,1,90.46,90.46,0.0,6.79,97.25,Bank Transfer,Completed,Central,Indonesia,2025-04-18 16:48:46.871042,Regular,2025-04,2025
TXN_004318,ORD_0327,CUST_1015,PROD_317,Food Snacks,Food,4,6.63,26.52,0.0,3.4,29.92,Debit Card,Completed,Central,Malaysia,2025-06-27 16:48:46.871110,Regular,2025-06,2025
TXN_004319,ORD_1605,CUST_1891,PROD_272,Sports Yoga Mat,Sports,3,55.11,165.34,0.0,18.44,183.78,Debit Card,Completed,South,Vietnam,2025-02-22 16:48:46.871176,Loyal,2025-02,2025
TXN_004320,ORD_1016,CUST_0843,PROD_473,Sports Basketball,Sports,4,279.57,1118.28,0.0,162.29,1280.57,Debit Card,Shipped,North,Thailand,2025-05-13 16:48:46.871248,Regular,2025-05,2025
TXN_004321,ORD_0484,CUST_0111,PROD_207,Clothing T-Shirt,Clothing,1,144.62,144.62,0.0,10.88,155.51,Credit Card,Completed,South,Malaysia,2024-12-26 16:48:46.871313,Loyal,2024-12,2024
TXN_004322,ORD_1221,CUST_1391,PROD_176,Clothing Jeans,Clothing,3,67.34,202.03,26.87,26.16,201.32,Cash,Pending,South,Singapore,2025-10-14 16:48:46.871382,Regular,2025-10,2025
TXN_004323,ORD_1624,CUST_0792,PROD_124,Home & Garden Chair,Home & Garden,3,486.69,1460.08,0.0,137.02,1597.11,Credit Card,Completed,East,Singapore,2025-04-29 16:48:46.871447,Loyal,2025-04,2025
TXN_004324,ORD_2778,CUST_0513,PROD_463,Electronics Headphones,Electronics,4,1608.73,6434.91,0.0,874.34,7309.25,Cash,Pending,Central,Vietnam,2025-04-17 16:48:46.871512,New,2025-04,2025
TXN_004325,ORD_0155,CUST_1053,PROD_039,Food Beverages,Food,2,3.65,7.29,0.0,0.55,7.84,Bank Transfer,Completed,Central,Singapore,2025-08-14 16:48:46.871577,Regular,2025-08,2025
TXN_004326,ORD_1560,CUST_1613,PROD_095,Clothing Jacket,Clothing,2,81.05,162.1,0.0,14.07,176.17,Debit Card,Pending,South,Malaysia,2025-10-27 16:48:46.871642,VIP,2025-10,2025
TXN_004327,ORD_1334,CUST_0690,PROD_091,Food Coffee,Food,1,7.19,7.19,0.0,1.06,8.25,Cash,Completed,West,Malaysia,2025-07-20 16:48:46.871706,New,2025-07,2025
TXN_004328,ORD_0745,CUST_1357,PROD_274,Food Coffee,Food,3,27.53,82.59,0.0,7.71,90.3,Bank Transfer,Completed,North,Thailand,2025-10-19 16:48:46.871771,Regular,2025-10,2025
TXN_004329,ORD_2763,CUST_1416,PROD_003,Beauty Perfume,Beauty,1,5.55,5.55,0.0,0.4,5.94,Digital Wallet,Completed,Central,Vietnam,2025-06-09 16:48:46.871835,Regular,2025-06,2025
TXN_004330,ORD_2410,CUST_1371,PROD_290,Home & Garden Lamp,Home & Garden,2,669.7,1339.41,231.67,88.65,1196.39,Digital Wallet,Completed,East,Thailand,2025-06-27 16:48:46.871903,Regular,2025-06,2025
TXN_004331,ORD_0506,CUST_1967,PROD_334,Books Magazine,Books,2,48.36,96.72,0.0,6.86,103.58,Debit Card,Completed,East,Vietnam,2025-08-06 16:48:46.871968,Regular,2025-08,2025
TXN_004332,ORD_2113,CUST_1629,PROD_019,Electronics Smartphone,Electronics,4,1728.98,6915.92,0.0,779.55,7695.47,Debit Card,Completed,South,Malaysia,2025-02-24 16:48:46.872034,Loyal,2025-02,2025
TXN_004333,ORD_1201,CUST_0222,PROD_354,Electronics Smartphone,Electronics,2,1096.72,2193.44,0.0,263.76,2457.2,Bank Transfer,Completed,North,Indonesia,2025-10-20 16:48:46.872098,Regular,2025-10,2025
TXN_004334,ORD_0676,CUST_1974,PROD_036,Books Fiction,Books,2,11.21,22.42,0.0,3.05,25.47,Credit Card,Completed,North,Indonesia,2024-12-16 16:48:46.872162,Regular,2024-12,2024
TXN_004335,ORD_1186,CUST_1316,PROD_417,Food Chocolate,Food,2,27.8,55.59,0.0,3.25,58.84,Debit Card,Completed,East,Singapore,2025-04-24 16:48:46.872227,Regular,2025-04,2025
TXN_004336,ORD_2740,CUST_0208,PROD_475,Sports Yoga Mat,Sports,1,176.35,176.35,0.0,19.29,195.64,Digital Wallet,Shipped,North,Singapore,2025-02-17 16:48:46.872291,Regular,2025-02,2025
TXN_004337,ORD_2664,CUST_1266,PROD_206,Electronics Smart Watch,Electronics,4,1763.11,7052.43,0.0,437.8,7490.23,Digital Wallet,Completed,East,Thailand,2025-08-24 16:48:46.872368,Regular,2025-08,2025
TXN_004338,ORD_1328,CUST_0433,PROD_488,Clothing Shoes,Clothing,1,157.46,157.46,0.0,12.3,169.76,Cash,Completed,East,Singapore,2024-12-25 16:48:46.872440,Regular,2024-12,2024
TXN_004339,ORD_1204,CUST_0464,PROD_349,Clothing T-Shirt,Clothing,2,138.26,276.52,0.0,26.73,303.24,Debit Card,Completed,West,Vietnam,2025-06-03 16:48:46.872507,Regular,2025-06,2025
TXN_004340,ORD_2143,CUST_1221,PROD_422,Beauty Shampoo,Beauty,2,20.84,41.68,0.0,5.67,47.36,Bank Transfer,Pending,South,Vietnam,2025-07-10 16:48:46.872573,Regular,2025-07,2025
TXN_004341,ORD_1556,CUST_0046,PROD_277,Beauty Makeup,Beauty,3,90.15,270.45,0.0,36.8,307.25,Debit Card,Completed,East,Malaysia,2025-08-30 16:48:46.872641,Regular,2025-08,2025
TXN_004342,ORD_0282,CUST_1787,PROD_270,Books Magazine,Books,3,27.77,83.32,0.0,4.84,88.16,Credit Card,Completed,North,Vietnam,2025-07-13 16:48:46.872710,Regular,2025-07,2025
TXN_004343,ORD_0341,CUST_0069,PROD_369,Home & Garden Bed,Home & Garden,1,244.39,244.39,0.0,29.85,274.24,Debit Card,Completed,East,Singapore,2025-04-21 16:48:46.872777,Regular,2025-04,2025
TXN_004344,ORD_0112,CUST_1413,PROD_290,Beauty Nail Polish,Beauty,2,36.33,72.66,0.0,10.08,82.74,Cash,Completed,West,Singapore,2025-02-10 16:48:46.872842,Regular,2025-02,2025
TXN_004345,ORD_0883,CUST_1042,PROD_025,Home & Garden Table,Home & Garden,1,859.97,859.97,0.0,56.05,916.02,Debit Card,Completed,Central,Thailand,2025-11-22 16:48:46.872907,New,2025-11,2025
TXN_004346,ORD_0663,CUST_1151,PROD_333,Beauty Nail Polish,Beauty,2,13.36,26.72,3.81,1.83,24.74,Bank Transfer,Completed,South,Singapore,2025-09-08 16:48:46.872973,VIP,2025-09,2025
TXN_004347,ORD_0803,CUST_0009,PROD_365,Beauty Perfume,Beauty,4,74.55,298.22,0.0,17.87,316.09,Credit Card,Completed,Central,Thailand,2025-10-12 16:48:46.873037,Regular,2025-10,2025
TXN_004348,ORD_0188,CUST_0496,PROD_435,Clothing Jeans,Clothing,3,116.7,350.11,0.0,47.42,397.53,Bank Transfer,Completed,North,Malaysia,2025-07-06 16:48:46.873101,New,2025-07,2025
TXN_004349,ORD_0545,CUST_0838,PROD_184,Clothing Shoes,Clothing,3,101.29,303.87,0.0,24.61,328.49,Credit Card,Pending,West,Indonesia,2025-06-06 16:48:46.873165,Regular,2025-06,2025
TXN_004350,ORD_1874,CUST_0203,PROD_147,Books Textbook,Books,3,38.52,115.57,0.0,11.01,126.58,Digital Wallet,Completed,South,Thailand,2025-11-27 16:48:46.873230,VIP,2025-11,2025
TXN_004351,ORD_1305,CUST_0163,PROD_035,Beauty Cream,Beauty,3,47.11,141.33,0.0,8.29,149.62,Bank Transfer,Completed,West,Thailand,2025-06-29 16:48:46.873296,Regular,2025-06,2025
TXN_004352,ORD_2657,CUST_1924,PROD_373,Food Coffee,Food,2,27.09,54.17,0.0,3.94,58.11,Bank Transfer,Completed,Central,Thailand,2025-02-27 16:48:46.873360,New,2025-02,2025
TXN_004353,ORD_2529,CUST_1817,PROD_277,Clothing Dress,Clothing,3,33.07,99.21,0.0,12.3,111.51,Credit Card,Completed,Central,Thailand,2025-07-09 16:48:46.873424,Regular,2025-07,2025
TXN_004354,ORD_0017,CUST_1891,PROD_187,Beauty Cream,Beauty,4,35.27,141.08,0.0,19.91,160.98,Credit Card,Completed,Central,Vietnam,2025-11-02 16:48:46.873489,New,2025-11,2025
TXN_004355,ORD_1497,CUST_1979,PROD_056,Home & Garden Chair,Home & Garden,1,221.5,221.5,34.71,13.49,200.28,Cash,Completed,West,Singapore,2025-05-20 16:48:46.873556,Regular,2025-05,2025
TXN_004356,ORD_1272,CUST_1972,PROD_273,Beauty Nail Polish,Beauty,2,10.57,21.14,0.0,1.23,22.37,Digital Wallet,Shipped,South,Singapore,2025-04-08 16:48:46.873620,VIP,2025-04,2025
TXN_004357,ORD_0027,CUST_1327,PROD_390,Home & Garden Lamp,Home & Garden,1,846.07,846.07,59.82,53.84,840.09,Credit Card,Completed,West,Malaysia,2025-11-20 16:48:46.873685,New,2025-11,2025
TXN_004358,ORD_0943,CUST_1414,PROD_198,Books Magazine,Books,2,23.71,47.42,0.0,5.95,53.38,Cash,Shipped,West,Vietnam,2025-01-20 16:48:46.873749,Regular,2025-01,2025
TXN_004359,ORD_1985,CUST_1154,PROD_310,Food Tea,Food,4,28.88,115.51,0.0,17.17,132.68,Cash,Completed,South,Singapore,2025-09-29 16:48:46.873814,Loyal,2025-09,2025
TXN_004360,ORD_1682,CUST_1864,PROD_117,Clothing T-Shirt,Clothing,2,122.47,244.94,0.0,13.75,258.69,Cash,Completed,South,Malaysia,2025-06-29 16:48:46.873879,Loyal,2025-06,2025
TXN_004361,ORD_0237,CUST_0089,PROD_308,Home & Garden Sofa,Home & Garden,3,739.36,2218.08,0.0,240.7,2458.78,Digital Wallet,Delivered,East,Indonesia,2024-12-12 16:48:46.873944,New,2024-12,2024
TXN_004362,ORD_2886,CUST_1277,PROD_073,Electronics Laptop,Electronics,4,920.16,3680.63,0.0,266.54,3947.16,Cash,Completed,Central,Indonesia,2025-03-28 16:48:46.874008,Regular,2025-03,2025
