transaction_id,customer_id,product_name,category,quantity,unit_price,total_amount,discount_amount,final_amount,payment_method,order_status,transaction_date,source
TXN_004517,CUST_0874,Jacket,Clothing,3,196.61,589.83,0.0,589.83,Debit Card,Completed,2025-09-27 16:50:43.548090,Mock Data
TXN_004518,CUST_3441,Dress,Clothing,3,155.77,467.3,0.0,467.3,Cash,Completed,2025-10-27 16:50:43.548753,Mock Data
TXN_004519,CUST_0486,Smartphone,Home & Garden,3,567.12,1701.35,0.0,1701.35,Cash,Shipped,2025-05-02 16:50:43.549360,Mock Data
TXN_004520,CUST_1996,Headphones,Entertainment,3,534.16,1602.47,0.0,1602.47,Digital Wallet,Completed,2025-04-03 16:50:43.549978,Mock Data
TXN_004521,CUST_1144,Blender,Electronics,4,1762.14,7048.54,1337.91,5710.63,PayPal,Completed,2025-04-17 16:50:43.550580,Mock Data
TXN_004522,CUST_2240,Laptop,Home & Garden,4,347.12,1388.47,0.0,1388.47,Digital Wallet,Completed,2025-06-03 16:50:43.551121,Mock Data
TXN_004523,CUST_4863,Jeans,Books,2,14.28,28.55,0.0,28.55,Cash,Completed,2025-08-07 16:50:43.551646,Mock Data
TXN_004524,CUST_2130,Smart Watch,Books,2,97.46,194.93,0.0,194.93,Digital Wallet,Delivered,2025-01-15 16:50:43.552175,Mock Data
TXN_004525,CUST_2184,Smart Watch,Books,3,87.63,262.89,0.0,262.89,Digital Wallet,Completed,2025-09-15 16:50:43.552737,Mock Data
TXN_004526,CUST_4547,Gaming Console,Home & Garden,4,729.2,2916.79,0.0,2916.79,Digital Wallet,Completed,2025-08-04 16:50:43.553452,Mock Data
TXN_004527,CUST_4064,Tablet,Home & Garden,4,126.48,505.91,0.0,505.91,Cash,Completed,2025-07-10 16:50:43.554117,Mock Data
TXN_004528,CUST_3909,Coffee Maker,Entertainment,3,196.67,590.01,0.0,590.01,Digital Wallet,Completed,2025-11-28 16:50:43.554667,Mock Data
TXN_004529,CUST_0909,Shoes,Clothing,1,42.15,42.15,4.6,37.55,Debit Card,Completed,2025-02-28 16:50:43.555220,Mock Data
TXN_004530,CUST_4188,Laptop,Books,2,94.98,189.97,0.0,189.97,Cash,Completed,2025-09-12 16:50:43.555781,Mock Data
TXN_004531,CUST_0995,Smartphone,Clothing,4,263.62,1054.49,0.0,1054.49,PayPal,Completed,2025-02-02 16:50:43.556330,Mock Data
TXN_004532,CUST_3691,Jeans,Electronics,3,1170.06,3510.18,0.0,3510.18,Debit Card,Pending,2025-07-16 16:50:43.556848,Mock Data
TXN_004533,CUST_0773,Jeans,Home & Garden,1,208.56,208.56,0.0,208.56,PayPal,Completed,2024-12-10 16:50:43.557375,Mock Data
TXN_004534,CUST_2295,Smartphone,Clothing,2,265.09,530.19,0.0,530.19,Debit Card,Completed,2025-08-29 16:50:43.557920,Mock Data
TXN_004535,CUST_4941,Shoes,Entertainment,3,337.79,1013.38,0.0,1013.38,Credit Card,Completed,2025-03-25 16:50:43.558451,Mock Data
TXN_004536,CUST_2689,Headphones,Home & Garden,2,354.19,708.39,0.0,708.39,Credit Card,Completed,2025-08-05 16:50:43.558983,Mock Data
TXN_004537,CUST_0435,Jacket,Home & Garden,1,329.81,329.81,0.0,329.81,Debit Card,Shipped,2025-10-26 16:50:43.559526,Mock Data
TXN_004538,CUST_0499,Smart Watch,Electronics,3,278.3,834.89,0.0,834.89,Cash,Completed,2025-06-24 16:50:43.560240,Mock Data
TXN_004539,CUST_0130,Headphones,Home & Garden,2,491.02,982.03,117.74,864.29,Digital Wallet,Completed,2025-03-20 16:50:43.560948,Mock Data
TXN_004540,CUST_3699,T-Shirt,Books,3,65.04,195.11,0.44,194.67,Debit Card,Completed,2025-08-26 16:50:43.561510,Mock Data
TXN_004541,CUST_1239,Gaming Console,Clothing,1,206.39,206.39,0.0,206.39,Digital Wallet,Completed,2025-03-18 16:50:43.562048,Mock Data
TXN_004542,CUST_3821,Dress,Clothing,3,202.79,608.38,0.0,608.38,Credit Card,Completed,2025-01-01 16:50:43.562600,Mock Data
TXN_004543,CUST_1237,Coffee Maker,Home & Garden,1,94.11,94.11,0.0,94.11,Debit Card,Completed,2025-11-04 16:50:43.563126,Mock Data
TXN_004544,CUST_2189,Book,Clothing,4,257.35,1029.4,0.0,1029.4,Debit Card,Completed,2025-03-19 16:50:43.563700,Mock Data
TXN_004545,CUST_2448,Tablet,Home & Garden,2,201.54,403.07,9.88,393.19,PayPal,Completed,2025-07-27 16:50:43.564260,Mock Data
TXN_004546,CUST_3517,Tablet,Clothing,2,41.52,83.04,0.0,83.04,Debit Card,Completed,2025-04-12 16:50:43.564806,Mock Data
TXN_004547,CUST_0570,Headphones,Books,4,79.12,316.47,0.0,316.47,Debit Card,Completed,2025-06-20 16:50:43.565330,Mock Data
TXN_004548,CUST_3641,Gaming Console,Books,1,13.58,13.58,0.91,12.67,Credit Card,Completed,2025-09-26 16:50:43.565863,Mock Data
TXN_004549,CUST_2060,TV,Clothing,4,34.08,136.33,18.98,117.35,PayPal,Pending,2025-05-12 16:50:43.566394,Mock Data
TXN_004550,CUST_1113,Coffee Maker,Books,1,11.73,11.73,2.35,9.37,PayPal,Completed,2025-06-01 16:50:43.567121,Mock Data
TXN_004551,CUST_1568,Smartphone,Books,1,97.8,97.8,11.09,86.71,Debit Card,Completed,2025-03-13 16:50:43.567840,Mock Data
TXN_004552,CUST_3999,Headphones,Books,2,81.66,163.31,26.18,137.13,Credit Card,Completed,2025-08-23 16:50:43.568429,Mock Data
TXN_004553,CUST_3652,T-Shirt,Books,3,82.2,246.6,0.0,246.6,PayPal,Completed,2025-10-24 16:50:43.569004,Mock Data
TXN_004554,CUST_2254,T-Shirt,Electronics,2,1699.31,3398.61,0.0,3398.61,Cash,Completed,2025-08-21 16:50:43.569550,Mock Data
TXN_004555,CUST_4382,Jacket,Entertainment,3,373.77,1121.32,0.0,1121.32,PayPal,Completed,2025-09-02 16:50:43.570085,Mock Data
TXN_004556,CUST_2231,Smartphone,Clothing,2,129.22,258.43,0.0,258.43,Cash,Pending,2025-09-22 16:50:43.570609,Mock Data
TXN_004557,CUST_0926,T-Shirt,Home & Garden,4,231.89,927.56,0.0,927.56,Digital Wallet,Completed,2025-03-04 16:50:43.571157,Mock Data
TXN_004558,CUST_0220,Smartphone,Home & Garden,3,324.67,974.02,0.0,974.02,Digital Wallet,Completed,2025-10-15 16:50:43.571705,Mock Data
TXN_004559,CUST_1238,Smartphone,Books,4,69.15,276.59,8.61,267.98,Credit Card,Delivered,2025-05-09 16:50:43.572224,Mock Data
TXN_004560,CUST_3812,Tablet,Electronics,1,1247.54,1247.54,0.0,1247.54,Debit Card,Completed,2025-03-30 16:50:43.572741,Mock Data
TXN_004561,CUST_4372,Jeans,Home & Garden,1,263.92,263.92,0.0,263.92,Debit Card,Pending,2025-03-05 16:50:43.573262,Mock Data
TXN_004562,CUST_0715,Tablet,Entertainment,3,126.62,379.86,0.0,379.86,Digital Wallet,Shipped,2025-10-29 16:50:43.573799,Mock Data
TXN_004563,CUST_1089,Book,Home & Garden,1,530.04,530.04,0.0,530.04,PayPal,Completed,2025-06-28 16:50:43.574526,Mock Data
TXN_004564,CUST_3556,Smart Watch,Entertainment,2,57.0,114.01,0.0,114.01,Debit Card,Completed,2025-09-15 16:50:43.575076,Mock Data
TXN_004565,CUST_1544,Jacket,Home & Garden,2,487.49,974.98,242.01,732.98,Digital Wallet,Completed,2025-03-27 16:50:43.575620,Mock Data
TXN_004566,CUST_4937,Smart Watch,Clothing,2,105.25,210.5,0.0,210.5,PayPal,Completed,2025-04-22 16:50:43.576140,Mock Data
TXN_004567,CUST_2928,Jacket,Clothing,4,62.52,250.09,4.27,245.83,Cash,Completed,2025-08-24 16:50:43.576656,Mock Data
TXN_004568,CUST_2803,Coffee Maker,Clothing,4,193.09,772.37,0.0,772.37,Digital Wallet,Pending,2024-12-12 16:50:43.577181,Mock Data
TXN_004569,CUST_2790,Gaming Console,Books,3,70.32,210.95,0.0,210.95,Cash,Completed,2025-01-02 16:50:43.577738,Mock Data
TXN_004570,CUST_0579,Blender,Home & Garden,2,103.43,206.86,0.0,206.86,Digital Wallet,Completed,2025-05-25 16:50:43.578264,Mock Data
TXN_004571,CUST_1613,TV,Electronics,4,994.39,3977.57,0.0,3977.57,Cash,Pending,2025-08-10 16:50:43.578786,Mock Data
TXN_004572,CUST_3113,Jacket,Entertainment,3,299.13,897.4,0.0,897.4,Credit Card,Completed,2025-10-30 16:50:43.579305,Mock Data
TXN_004573,CUST_0533,Jeans,Entertainment,3,293.27,879.8,0.0,879.8,Cash,Pending,2024-12-23 16:50:43.579843,Mock Data
TXN_004574,CUST_4529,Tablet,Electronics,1,992.51,992.51,0.0,992.51,PayPal,Completed,2025-02-13 16:50:43.580381,Mock Data
TXN_004575,CUST_4328,Jacket,Books,3,86.38,259.13,0.0,259.13,Debit Card,Completed,2025-10-29 16:50:43.581101,Mock Data
TXN_004576,CUST_2594,Smart Watch,Electronics,2,112.73,225.46,0.0,225.46,Cash,Completed,2025-07-09 16:50:43.581912,Mock Data
TXN_004577,CUST_2347,Gaming Console,Entertainment,1,538.42,538.42,0.0,538.42,Cash,Completed,2024-12-17 16:50:43.582510,Mock Data
TXN_004578,CUST_0241,Headphones,Electronics,4,1430.33,5721.33,156.68,5564.65,Digital Wallet,Pending,2025-07-29 16:50:43.583148,Mock Data
TXN_004579,CUST_3085,Smartphone,Entertainment,1,136.87,136.87,40.37,96.51,Digital Wallet,Pending,2025-07-18 16:50:43.583737,Mock Data
TXN_004580,CUST_1073,Shoes,Home & Garden,4,80.09,320.35,0.0,320.35,Debit Card,Completed,2025-02-21 16:50:43.584309,Mock Data
TXN_004581,CUST_0912,Shoes,Home & Garden,1,240.58,240.58,0.0,240.58,Digital Wallet,Completed,2024-12-14 16:50:43.584872,Mock Data
TXN_004582,CUST_1488,Coffee Maker,Electronics,1,612.07,612.07,0.0,612.07,Debit Card,Delivered,2025-06-03 16:50:43.585436,Mock Data
TXN_004583,CUST_1418,Headphones,Electronics,3,407.69,1223.08,245.73,977.34,Digital Wallet,Completed,2025-05-18 16:50:43.585977,Mock Data
TXN_004584,CUST_0711,Laptop,Electronics,4,1266.54,5066.16,0.0,5066.16,PayPal,Completed,2024-12-27 16:50:43.586508,Mock Data
TXN_004585,CUST_3461,Laptop,Books,4,98.11,392.42,20.64,371.78,PayPal,Completed,2025-09-07 16:50:43.587043,Mock Data
TXN_004586,CUST_4126,Smart Watch,Clothing,2,253.34,506.68,0.0,506.68,Debit Card,Completed,2025-06-20 16:50:43.587597,Mock Data
TXN_004587,CUST_0812,Jeans,Electronics,4,1238.96,4955.84,1214.55,3741.29,Debit Card,Completed,2025-06-10 16:50:43.588343,Mock Data
TXN_004588,CUST_0054,Shoes,Home & Garden,4,233.29,933.15,0.0,933.15,Cash,Completed,2025-01-01 16:50:43.588902,Mock Data
TXN_004589,CUST_4174,Tablet,Electronics,3,1682.66,5047.98,0.0,5047.98,Digital Wallet,Completed,2025-10-21 16:50:43.589433,Mock Data
TXN_004590,CUST_1562,Laptop,Books,2,77.51,155.01,0.0,155.01,Debit Card,Completed,2025-09-14 16:50:43.589993,Mock Data
TXN_004591,CUST_4100,Laptop,Books,1,44.6,44.6,0.0,44.6,Credit Card,Delivered,2025-04-27 16:50:43.590532,Mock Data
TXN_004592,CUST_1816,TV,Electronics,3,315.75,947.26,0.0,947.26,Credit Card,Completed,2025-06-21 16:50:43.591081,Mock Data
TXN_004593,CUST_4121,Smart Watch,Entertainment,1,22.07,22.07,0.0,22.07,Credit Card,Completed,2025-09-18 16:50:43.591648,Mock Data
TXN_004594,CUST_2198,Coffee Maker,Home & Garden,4,120.79,483.18,0.0,483.18,Credit Card,Completed,2025-06-24 16:50:43.592190,Mock Data
TXN_004595,CUST_2180,TV,Electronics,3,379.54,1138.61,0.0,1138.61,Credit Card,Completed,2025-11-24 16:50:43.592735,Mock Data
TXN_004596,CUST_1286,Book,Books,4,76.46,305.86,0.0,305.86,Debit Card,Completed,2025-09-06 16:50:43.593287,Mock Data
TXN_004597,CUST_1840,Dress,Entertainment,3,361.0,1083.0,0.0,1083.0,Cash,Completed,2025-06-14 16:50:43.593854,Mock Data
TXN_004598,CUST_4580,Jeans,Home & Garden,2,767.13,1534.25,0.0,1534.25,Credit Card,Completed,2025-02-10 16:50:43.594394,Mock Data
TXN_004599,CUST_3140,Smart Watch,Entertainment,1,300.26,300.26,33.11,267.15,Debit Card,Completed,2025-05-20 16:50:43.595317,Mock Data
TXN_004600,CUST_2677,Book,Clothing,2,75.86,151.72,0.0,151.72,Digital Wallet,Completed,2025-10-05 16:50:43.595919,Mock Data
TXN_004601,CUST_4556,Gaming Console,Home & Garden,4,509.57,2038.29,0.0,2038.29,PayPal,Completed,2025-06-07 16:50:43.596464,Mock Data
TXN_004602,CUST_1872,Jacket,Home & Garden,2,422.61,845.22,0.0,845.22,Credit Card,Completed,2025-03-15 16:50:43.597028,Mock Data
TXN_004603,CUST_4778,Jacket,Electronics,2,1315.32,2630.64,653.81,1976.83,Cash,Pending,2025-08-03 16:50:43.597560,Mock Data
TXN_004604,CUST_4344,Jacket,Clothing,1,139.88,139.88,40.54,99.34,Cash,Completed,2025-01-23 16:50:43.598084,Mock Data
TXN_004605,CUST_2600,Gaming Console,Entertainment,3,473.13,1419.4,0.0,1419.4,PayPal,Completed,2025-08-20 16:50:43.598613,Mock Data
TXN_004606,CUST_1291,Shoes,Clothing,1,294.46,294.46,0.0,294.46,Credit Card,Completed,2025-05-08 16:50:43.599150,Mock Data
TXN_004607,CUST_2069,Smartphone,Books,2,73.73,147.46,16.22,131.23,Digital Wallet,Completed,2025-12-05 16:50:43.599720,Mock Data
TXN_004608,CUST_4014,Gaming Console,Entertainment,2,73.08,146.16,0.0,146.16,Digital Wallet,Delivered,2025-01-29 16:50:43.600245,Mock Data
TXN_004609,CUST_4424,Smartphone,Electronics,1,421.3,421.3,88.12,333.18,PayPal,Completed,2025-08-19 16:50:43.600778,Mock Data
TXN_004610,CUST_3954,Tablet,Electronics,2,226.3,452.61,66.34,386.27,PayPal,Completed,2025-04-11 16:50:43.601331,Mock Data
TXN_004611,CUST_1943,Shoes,Home & Garden,2,799.45,1598.9,0.0,1598.9,Digital Wallet,Pending,2025-10-31 16:50:43.602021,Mock Data
TXN_004612,CUST_4064,Laptop,Entertainment,3,359.41,1078.22,0.0,1078.22,Cash,Completed,2025-05-03 16:50:43.602626,Mock Data
TXN_004613,CUST_0824,Coffee Maker,Clothing,1,151.11,151.11,0.0,151.11,Digital Wallet,Completed,2025-02-28 16:50:43.603162,Mock Data
TXN_004614,CUST_2700,Jeans,Books,4,52.93,211.73,0.0,211.73,Credit Card,Completed,2025-05-21 16:50:43.603723,Mock Data
TXN_004615,CUST_2950,TV,Electronics,3,1310.53,3931.6,0.0,3931.6,Cash,Completed,2025-04-05 16:50:43.604258,Mock Data
TXN_004616,CUST_1483,T-Shirt,Entertainment,1,541.72,541.72,0.0,541.72,Debit Card,Completed,2025-11-03 16:50:43.604788,Mock Data
TXN_004617,CUST_1585,Book,Clothing,2,152.88,305.77,70.36,235.41,PayPal,Completed,2025-06-12 16:50:43.605332,Mock Data
TXN_004618,CUST_3096,Gaming Console,Electronics,2,1687.16,3374.32,0.0,3374.32,Cash,Pending,2025-10-13 16:50:43.605876,Mock Data
TXN_004619,CUST_2044,Gaming Console,Books,2,63.45,126.9,0.0,126.9,Credit Card,Completed,2025-02-17 16:50:43.606405,Mock Data
TXN_004620,CUST_4041,Shoes,Entertainment,3,513.2,1539.59,445.9,1093.69,PayPal,Completed,2025-02-08 16:50:43.606929,Mock Data
TXN_004621,CUST_0242,Coffee Maker,Entertainment,2,267.87,535.74,70.52,465.22,Credit Card,Completed,2025-03-16 16:50:43.607468,Mock Data
TXN_004622,CUST_0116,Book,Clothing,3,58.38,175.14,0.0,175.14,PayPal,Completed,2025-01-21 16:50:43.608017,Mock Data
TXN_004623,CUST_4552,Shoes,Books,4,28.77,115.09,0.0,115.09,Digital Wallet,Completed,2025-07-18 16:50:43.608790,Mock Data
TXN_004624,CUST_2937,Laptop,Electronics,4,504.92,2019.69,35.1,1984.59,Credit Card,Delivered,2025-02-27 16:50:43.609502,Mock Data
TXN_004625,CUST_0407,Smartphone,Entertainment,1,295.34,295.34,0.0,295.34,PayPal,Completed,2025-03-03 16:50:43.610043,Mock Data
TXN_004626,CUST_0378,Shoes,Home & Garden,2,610.91,1221.82,0.0,1221.82,Digital Wallet,Completed,2025-10-11 16:50:43.610568,Mock Data
TXN_004627,CUST_0352,Jacket,Electronics,2,1610.92,3221.84,0.0,3221.84,Credit Card,Completed,2025-07-28 16:50:43.611105,Mock Data
TXN_004628,CUST_3119,Tablet,Home & Garden,1,680.25,680.25,0.0,680.25,Cash,Completed,2025-02-25 16:50:43.611611,Mock Data
TXN_004629,CUST_0217,Jacket,Entertainment,1,380.23,380.23,0.0,380.23,Credit Card,Completed,2025-03-12 16:50:43.612123,Mock Data
TXN_004630,CUST_4071,Smart Watch,Entertainment,1,353.6,353.6,0.0,353.6,Debit Card,Completed,2025-12-01 16:50:43.612638,Mock Data
TXN_004631,CUST_1763,Coffee Maker,Home & Garden,2,756.44,1512.87,0.0,1512.87,Credit Card,Delivered,2025-02-14 16:50:43.613193,Mock Data
TXN_004632,CUST_2752,Jeans,Home & Garden,2,343.27,686.53,0.0,686.53,Digital Wallet,Completed,2025-11-01 16:50:43.613753,Mock Data
TXN_004633,CUST_1985,Headphones,Entertainment,1,545.18,545.18,39.4,505.78,Cash,Completed,2025-04-06 16:50:43.614284,Mock Data
TXN_004634,CUST_4757,Jeans,Electronics,4,441.2,1764.78,0.0,1764.78,PayPal,Completed,2025-07-10 16:50:43.614818,Mock Data
TXN_004635,CUST_3021,Smartphone,Entertainment,1,476.92,476.92,0.0,476.92,PayPal,Completed,2025-12-09 16:50:43.615559,Mock Data
TXN_004636,CUST_0280,Tablet,Electronics,2,888.52,1777.03,0.0,1777.03,Digital Wallet,Completed,2025-09-26 16:50:43.616299,Mock Data
TXN_004637,CUST_0456,Jeans,Books,3,60.16,180.47,0.0,180.47,Cash,Completed,2025-05-15 16:50:43.616868,Mock Data
TXN_004638,CUST_1409,TV,Books,4,24.76,99.06,0.0,99.06,Debit Card,Completed,2025-07-28 16:50:43.617419,Mock Data
TXN_004639,CUST_4792,Smart Watch,Entertainment,4,444.64,1778.58,336.8,1441.77,PayPal,Completed,2025-04-15 16:50:43.617947,Mock Data
TXN_004640,CUST_2818,Gaming Console,Entertainment,2,82.19,164.37,0.0,164.37,Credit Card,Completed,2025-05-02 16:50:43.618476,Mock Data
TXN_004641,CUST_3832,Jacket,Clothing,4,98.46,393.85,0.0,393.85,PayPal,Completed,2025-04-13 16:50:43.619010,Mock Data
TXN_004642,CUST_1542,Jeans,Electronics,1,1619.91,1619.91,0.0,1619.91,Debit Card,Completed,2024-12-17 16:50:43.619557,Mock Data
TXN_004643,CUST_1627,Coffee Maker,Books,3,98.66,295.98,0.0,295.98,PayPal,Completed,2025-10-11 16:50:43.620092,Mock Data
TXN_004644,CUST_1117,Headphones,Clothing,3,152.15,456.45,0.0,456.45,Digital Wallet,Completed,2025-04-05 16:50:43.620622,Mock Data
TXN_004645,CUST_0776,Smartphone,Electronics,1,1519.43,1519.43,0.0,1519.43,Credit Card,Delivered,2025-09-04 16:50:43.621135,Mock Data
TXN_004646,CUST_2699,Smart Watch,Electronics,1,1303.06,1303.06,367.53,935.53,Cash,Completed,2025-09-01 16:50:43.621684,Mock Data
TXN_004647,CUST_4125,Coffee Maker,Clothing,3,173.67,521.01,0.0,521.01,Credit Card,Shipped,2025-11-04 16:50:43.622203,Mock Data
TXN_004648,CUST_1659,Dress,Clothing,4,44.85,179.4,0.0,179.4,Digital Wallet,Completed,2025-06-08 16:50:43.622960,Mock Data
TXN_004649,CUST_2049,Smart Watch,Entertainment,1,224.12,224.12,19.58,204.54,Digital Wallet,Completed,2025-03-10 16:50:43.623726,Mock Data
TXN_004650,CUST_3070,T-Shirt,Books,2,54.81,109.62,0.0,109.62,Credit Card,Completed,2025-09-15 16:50:43.624371,Mock Data
TXN_004651,CUST_4100,Dress,Books,2,89.2,178.4,0.0,178.4,PayPal,Completed,2025-09-10 16:50:43.624979,Mock Data
TXN_004652,CUST_0894,Gaming Console,Electronics,3,1258.31,3774.92,0.0,3774.92,Digital Wallet,Completed,2025-01-07 16:50:43.625575,Mock Data
TXN_004653,CUST_4577,Laptop,Entertainment,3,255.4,766.19,0.0,766.19,PayPal,Completed,2025-01-06 16:50:43.626123,Mock Data
TXN_004654,CUST_1601,Tablet,Home & Garden,1,781.18,781.18,0.0,781.18,Cash,Shipped,2025-05-26 16:50:43.626670,Mock Data
TXN_004655,CUST_1156,Shoes,Entertainment,1,473.11,473.11,0.0,473.11,Credit Card,Completed,2025-08-29 16:50:43.627244,Mock Data
TXN_004656,CUST_2118,Laptop,Entertainment,1,59.22,59.22,0.0,59.22,Digital Wallet,Completed,2025-02-24 16:50:43.627784,Mock Data
TXN_004657,CUST_4621,Blender,Home & Garden,2,667.98,1335.95,0.0,1335.95,Cash,Completed,2024-12-18 16:50:43.628335,Mock Data
TXN_004658,CUST_4413,Gaming Console,Home & Garden,2,495.51,991.01,0.0,991.01,PayPal,Completed,2025-11-16 16:50:43.628881,Mock Data
TXN_004659,CUST_0312,Book,Clothing,2,242.12,484.24,0.0,484.24,PayPal,Completed,2025-05-05 16:50:43.629579,Mock Data
TXN_004660,CUST_1570,Gaming Console,Entertainment,2,39.81,79.61,12.18,67.43,Digital Wallet,Shipped,2025-01-12 16:50:43.630253,Mock Data
TXN_004661,CUST_0619,TV,Home & Garden,2,397.56,795.12,0.0,795.12,Credit Card,Completed,2024-12-22 16:50:43.630824,Mock Data
TXN_004662,CUST_4073,Shoes,Entertainment,4,100.85,403.41,0.0,403.41,Credit Card,Completed,2025-08-29 16:50:43.631489,Mock Data
TXN_004663,CUST_3063,Laptop,Books,1,77.47,77.47,23.19,54.29,Debit Card,Completed,2025-06-13 16:50:43.632063,Mock Data
TXN_004664,CUST_1059,Dress,Clothing,4,54.14,216.57,0.0,216.57,PayPal,Completed,2025-07-31 16:50:43.632630,Mock Data
TXN_004665,CUST_2620,Smartphone,Entertainment,2,458.79,917.58,0.0,917.58,Debit Card,Pending,2025-04-11 16:50:43.633201,Mock Data
TXN_004666,CUST_4045,Laptop,Clothing,4,217.63,870.51,0.0,870.51,PayPal,Completed,2025-05-12 16:50:43.633767,Mock Data
TXN_004667,CUST_2552,Dress,Home & Garden,4,734.3,2937.2,0.0,2937.2,Debit Card,Delivered,2025-08-26 16:50:43.634314,Mock Data
TXN_004668,CUST_4962,Book,Entertainment,4,61.39,245.57,0.0,245.57,Debit Card,Pending,2025-08-02 16:50:43.634888,Mock Data
TXN_004669,CUST_1392,Gaming Console,Clothing,2,263.0,525.99,0.0,525.99,Debit Card,Completed,2025-11-22 16:50:43.635448,Mock Data
TXN_004670,CUST_0516,Book,Entertainment,4,501.88,2007.52,0.0,2007.52,Credit Card,Completed,2025-07-26 16:50:43.636028,Mock Data
TXN_004671,CUST_1639,Jacket,Home & Garden,3,207.29,621.87,0.0,621.87,Digital Wallet,Pending,2025-05-31 16:50:43.636771,Mock Data
TXN_004672,CUST_2314,Tablet,Clothing,4,32.33,129.3,0.0,129.3,Cash,Completed,2025-08-07 16:50:43.637533,Mock Data
TXN_004673,CUST_4236,Gaming Console,Books,3,98.49,295.46,0.0,295.46,PayPal,Completed,2025-09-17 16:50:43.638154,Mock Data
TXN_004674,CUST_4013,Jacket,Books,2,35.55,71.1,0.0,71.1,Credit Card,Completed,2025-04-13 16:50:43.638752,Mock Data
TXN_004675,CUST_2919,Dress,Clothing,4,68.75,275.0,0.0,275.0,Cash,Completed,2025-05-15 16:50:43.639358,Mock Data
TXN_004676,CUST_0720,Laptop,Entertainment,2,28.01,56.01,0.0,56.01,Digital Wallet,Completed,2025-02-16 16:50:43.639941,Mock Data
TXN_004677,CUST_4052,T-Shirt,Home & Garden,4,229.2,916.79,0.0,916.79,Debit Card,Completed,2025-05-14 16:50:43.640511,Mock Data
TXN_004678,CUST_0497,Laptop,Clothing,2,228.74,457.48,34.24,423.25,Debit Card,Completed,2025-07-08 16:50:43.641074,Mock Data
TXN_004679,CUST_0011,Shoes,Electronics,1,1170.08,1170.08,0.0,1170.08,Credit Card,Shipped,2025-01-25 16:50:43.641674,Mock Data
TXN_004680,CUST_0969,Jeans,Electronics,4,85.47,341.88,0.0,341.88,PayPal,Completed,2025-03-11 16:50:43.642227,Mock Data
TXN_004681,CUST_1093,Smart Watch,Books,2,63.89,127.77,6.07,121.7,Credit Card,Completed,2025-04-29 16:50:43.642773,Mock Data
TXN_004682,CUST_3589,Headphones,Home & Garden,3,631.47,1894.41,0.0,1894.41,Digital Wallet,Completed,2025-05-18 16:50:43.643584,Mock Data
TXN_004683,CUST_1900,Blender,Electronics,3,1896.75,5690.25,0.0,5690.25,Credit Card,Completed,2025-11-03 16:50:43.644191,Mock Data
TXN_004684,CUST_4111,Jeans,Books,3,29.57,88.7,0.0,88.7,Debit Card,Completed,2025-07-31 16:50:43.644746,Mock Data
TXN_004685,CUST_3998,Smartphone,Books,1,62.04,62.04,0.0,62.04,PayPal,Completed,2024-12-13 16:50:43.645296,Mock Data
TXN_004686,CUST_2467,Jeans,Electronics,4,601.24,2404.95,609.08,1795.87,Debit Card,Completed,2025-12-01 16:50:43.645851,Mock Data
TXN_004687,CUST_0033,Blender,Books,1,88.54,88.54,22.64,65.91,Credit Card,Completed,2025-09-13 16:50:43.646392,Mock Data
TXN_004688,CUST_2657,Headphones,Home & Garden,2,219.04,438.08,0.0,438.08,Debit Card,Completed,2025-08-03 16:50:43.646945,Mock Data
TXN_004689,CUST_2108,Smart Watch,Books,2,29.87,59.74,7.33,52.41,Credit Card,Completed,2025-07-29 16:50:43.647544,Mock Data
TXN_004690,CUST_1733,Coffee Maker,Home & Garden,1,467.07,467.07,0.0,467.07,PayPal,Completed,2025-05-08 16:50:43.648085,Mock Data
TXN_004691,CUST_1729,Shoes,Electronics,2,838.16,1676.33,0.0,1676.33,Credit Card,Completed,2025-01-23 16:50:43.648633,Mock Data
TXN_004692,CUST_4482,Coffee Maker,Clothing,3,90.37,271.12,0.0,271.12,Credit Card,Completed,2025-09-13 16:50:43.649170,Mock Data
TXN_004693,CUST_2151,Jacket,Electronics,3,1143.47,3430.41,0.0,3430.41,Debit Card,Completed,2025-10-20 16:50:43.649753,Mock Data
TXN_004694,CUST_2507,Shoes,Entertainment,1,500.66,500.66,0.0,500.66,Credit Card,Completed,2025-02-08 16:50:43.650466,Mock Data
TXN_004695,CUST_0733,Headphones,Entertainment,4,542.07,2168.29,0.0,2168.29,Cash,Pending,2025-01-24 16:50:43.651098,Mock Data
TXN_004696,CUST_3649,Book,Books,1,81.12,81.12,0.0,81.12,Cash,Completed,2025-12-02 16:50:43.651661,Mock Data
TXN_004697,CUST_1598,TV,Books,4,10.64,42.58,0.0,42.58,Credit Card,Completed,2025-07-22 16:50:43.652222,Mock Data
TXN_004698,CUST_4799,Tablet,Home & Garden,1,512.56,512.56,127.43,385.13,Digital Wallet,Completed,2025-01-10 16:50:43.652759,Mock Data
TXN_004699,CUST_2331,Jeans,Electronics,1,1520.36,1520.36,0.0,1520.36,Digital Wallet,Completed,2025-12-08 16:50:43.653309,Mock Data
TXN_004700,CUST_0311,TV,Clothing,4,177.53,710.12,149.45,560.67,Debit Card,Pending,2024-12-27 16:50:43.653860,Mock Data
TXN_004701,CUST_0540,Smartphone,Electronics,2,1559.86,3119.71,0.0,3119.71,Cash,Completed,2025-05-14 16:50:43.654407,Mock Data
