deal_id,deal_name,customer_id,amount,stage,pipeline,is_closed,is_won,close_date,create_date,probability,source
DEAL_0164,Deal 164,CUST_4551,194052.19,Closed Won,Partnership Pipeline,True,True,2025-11-27 16:50:40.575474,2025-08-12 16:50:40.575477,100,Mock Data
DEAL_0165,Deal 165,CUST_1724,556.82,Negotiation,Sales Pipeline,False,False,2026-01-06 16:50:40.575497,2025-11-08 16:50:40.575500,43,Mock Data
DEAL_0166,Deal 166,CUST_3017,116.31,Proposal,Sales Pipeline,False,False,2025-11-23 16:50:40.575520,2025-11-29 16:50:40.575523,38,Mock Data
DEAL_0167,Deal 167,CUST_0140,5946.09,Closed Lost,Consulting Pipeline,True,False,2025-09-13 16:50:40.575544,2025-10-25 16:50:40.575546,0,Mock Data
DEAL_0168,Deal 168,CUST_4493,8822.85,Proposal,Consulting Pipeline,False,False,2025-12-24 16:50:40.575565,2025-07-31 16:50:40.575568,22,Mock Data
DEAL_0169,Deal 169,CUST_2309,1239.39,Negotiation,Sales Pipeline,False,False,2025-12-01 16:50:40.575589,2025-10-11 16:50:40.575592,28,Mock Data
DEAL_0170,Deal 170,CUST_3010,11.39,Prospecting,Consulting Pipeline,False,False,2025-12-22 16:50:40.575614,2025-08-16 16:50:40.575617,42,Mock Data
DEAL_0171,Deal 171,CUST_4578,152748.67,Closed Lost,Consulting Pipeline,True,False,2025-09-14 16:50:40.575638,2025-08-05 16:50:40.575641,0,Mock Data
DEAL_0172,Deal 172,CUST_0644,9617.52,Negotiation,Partnership Pipeline,False,False,2025-12-18 16:50:40.575660,2025-07-07 16:50:40.575663,20,Mock Data
DEAL_0173,Deal 173,CUST_4684,2716.7,Prospecting,Sales Pipeline,False,False,2025-12-17 16:50:40.575687,2025-10-10 16:50:40.575690,51,Mock Data
DEAL_0174,Deal 174,CUST_2850,3398.46,Prospecting,Consulting Pipeline,False,False,2025-12-13 16:50:40.575711,2025-07-20 16:50:40.575714,57,Mock Data
DEAL_0175,Deal 175,CUST_2020,22481.8,Negotiation,Sales Pipeline,False,False,2025-12-23 16:50:40.575734,2025-08-03 16:50:40.575737,30,Mock Data
DEAL_0176,Deal 176,CUST_0653,1970.87,Prospecting,Partnership Pipeline,False,False,2025-12-14 16:50:40.575757,2025-07-23 16:50:40.575760,83,Mock Data
DEAL_0177,Deal 177,CUST_4395,3700.82,Prospecting,Partnership Pipeline,False,False,2025-11-16 16:50:40.575780,2025-08-24 16:50:40.575783,89,Mock Data
DEAL_0178,Deal 178,CUST_3925,31858.71,Closed Lost,Consulting Pipeline,True,False,2025-11-28 16:50:40.575804,2025-11-06 16:50:40.575806,0,Mock Data
DEAL_0179,Deal 179,CUST_4090,2932.24,Qualification,Consulting Pipeline,False,False,2026-01-05 16:50:40.575825,2025-06-23 16:50:40.575827,70,Mock Data
DEAL_0180,Deal 180,CUST_4702,10546.06,Qualification,Partnership Pipeline,False,False,2025-12-20 16:50:40.575848,2025-10-10 16:50:40.575850,10,Mock Data
DEAL_0181,Deal 181,CUST_3013,1770.84,Closed Lost,Sales Pipeline,True,False,2025-12-08 16:50:40.575871,2025-07-14 16:50:40.575873,0,Mock Data
DEAL_0182,Deal 182,CUST_4738,497.02,Closed Won,Partnership Pipeline,True,True,2025-09-21 16:50:40.575892,2025-07-31 16:50:40.575895,100,Mock Data
DEAL_0183,Deal 183,CUST_1271,1523.03,Closed Won,Consulting Pipeline,True,True,2025-11-22 16:50:40.575913,2025-09-30 16:50:40.575916,100,Mock Data
DEAL_0184,Deal 184,CUST_3089,1121.0,Qualification,Partnership Pipeline,False,False,2026-01-07 16:50:40.575935,2025-11-29 16:50:40.575938,11,Mock Data
DEAL_0185,Deal 185,CUST_3929,5077.94,Qualification,Partnership Pipeline,False,False,2025-12-12 16:50:40.575958,2025-09-06 16:50:40.575960,32,Mock Data
DEAL_0186,Deal 186,CUST_2992,15722.32,Qualification,Consulting Pipeline,False,False,2025-11-19 16:50:40.575980,2025-06-20 16:50:40.575983,43,Mock Data
DEAL_0187,Deal 187,CUST_1485,2230.97,Closed Lost,Consulting Pipeline,True,False,2025-11-16 16:50:40.576003,2025-07-11 16:50:40.576006,0,Mock Data
DEAL_0188,Deal 188,CUST_3397,482.8,Qualification,Partnership Pipeline,False,False,2025-12-09 16:50:40.576025,2025-11-15 16:50:40.576027,53,Mock Data
DEAL_0189,Deal 189,CUST_4789,61477.62,Qualification,Partnership Pipeline,False,False,2025-12-04 16:50:40.576048,2025-11-13 16:50:40.576051,37,Mock Data
DEAL_0190,Deal 190,CUST_4804,4837.66,Proposal,Consulting Pipeline,False,False,2025-12-31 16:50:40.576071,2025-09-29 16:50:40.576074,83,Mock Data
DEAL_0191,Deal 191,CUST_4089,204.1,Prospecting,Sales Pipeline,False,False,2025-12-29 16:50:40.576094,2025-09-10 16:50:40.576096,73,Mock Data
DEAL_0192,Deal 192,CUST_1325,473.85,Proposal,Partnership Pipeline,False,False,2025-12-26 16:50:40.576116,2025-11-27 16:50:40.576119,24,Mock Data
DEAL_0193,Deal 193,CUST_3046,5944.52,Proposal,Consulting Pipeline,False,False,2025-12-06 16:50:40.576139,2025-10-13 16:50:40.576142,34,Mock Data
DEAL_0194,Deal 194,CUST_4635,12613.71,Closed Lost,Consulting Pipeline,True,False,2025-12-08 16:50:40.576162,2025-07-09 16:50:40.576165,0,Mock Data
DEAL_0195,Deal 195,CUST_0836,2037.19,Closed Won,Sales Pipeline,True,True,2025-11-21 16:50:40.576183,2025-06-22 16:50:40.576186,100,Mock Data
DEAL_0196,Deal 196,CUST_2698,2324.75,Qualification,Partnership Pipeline,False,False,2025-12-31 16:50:40.576205,2025-12-06 16:50:40.576207,17,Mock Data
DEAL_0197,Deal 197,CUST_0411,6419.48,Closed Lost,Consulting Pipeline,True,False,2025-11-11 16:50:40.576228,2025-07-07 16:50:40.576230,0,Mock Data
DEAL_0198,Deal 198,CUST_1868,14413.55,Proposal,Partnership Pipeline,False,False,2026-01-07 16:50:40.576249,2025-12-07 16:50:40.576252,84,Mock Data
DEAL_0199,Deal 199,CUST_1665,35878.68,Prospecting,Consulting Pipeline,False,False,2025-12-12 16:50:40.576272,2025-10-28 16:50:40.576275,59,Mock Data
DEAL_0200,Deal 200,CUST_0217,184.01,Closed Won,Consulting Pipeline,True,True,2025-09-12 16:50:40.576295,2025-10-23 16:50:40.576298,100,Mock Data
DEAL_0201,Deal 201,CUST_0832,18856.78,Qualification,Partnership Pipeline,False,False,2025-12-16 16:50:40.576317,2025-09-24 16:50:40.576319,34,Mock Data
DEAL_0202,Deal 202,CUST_2846,2401.42,Closed Won,Consulting Pipeline,True,True,2025-09-26 16:50:40.576341,2025-08-30 16:50:40.576343,100,Mock Data
DEAL_0203,Deal 203,CUST_0993,1091.49,Closed Won,Partnership Pipeline,True,True,2025-11-03 16:50:40.576362,2025-06-13 16:50:40.576364,100,Mock Data
DEAL_0204,Deal 204,CUST_2206,11784.66,Negotiation,Consulting Pipeline,False,False,2025-11-25 16:50:40.576383,2025-07-08 16:50:40.576385,13,Mock Data
DEAL_0205,Deal 205,CUST_2272,467.96,Prospecting,Consulting Pipeline,False,False,2025-12-18 16:50:40.576406,2025-07-28 16:50:40.576408,14,Mock Data
DEAL_0206,Deal 206,CUST_3264,2858.02,Closed Lost,Consulting Pipeline,True,False,2025-11-13 16:50:40.576428,2025-07-01 16:50:40.576431,0,Mock Data
DEAL_0207,Deal 207,CUST_1707,1299.58,Negotiation,Partnership Pipeline,False,False,2025-11-27 16:50:40.576449,2025-09-07 16:50:40.576452,12,Mock Data
DEAL_0208,Deal 208,CUST_0866,1389.36,Proposal,Sales Pipeline,False,False,2025-11-30 16:50:40.576473,2025-09-07 16:50:40.576475,25,Mock Data
DEAL_0209,Deal 209,CUST_2840,1118.38,Closed Lost,Consulting Pipeline,True,False,2025-10-07 16:50:40.576496,2025-11-10 16:50:40.576498,0,Mock Data
DEAL_0210,Deal 210,CUST_1440,7958.69,Negotiation,Partnership Pipeline,False,False,2026-01-07 16:50:40.576517,2025-11-22 16:50:40.576519,45,Mock Data
DEAL_0211,Deal 211,CUST_1902,7001.73,Closed Won,Sales Pipeline,True,True,2025-11-12 16:50:40.576539,2025-08-09 16:50:40.576542,100,Mock Data
DEAL_0212,Deal 212,CUST_2757,33945.39,Qualification,Consulting Pipeline,False,False,2025-12-01 16:50:40.576561,2025-07-14 16:50:40.576564,53,Mock Data
DEAL_0213,Deal 213,CUST_2481,9438.14,Negotiation,Sales Pipeline,False,False,2025-12-09 16:50:40.576584,2025-09-18 16:50:40.576587,42,Mock Data
DEAL_0214,Deal 214,CUST_0205,47463.75,Proposal,Partnership Pipeline,False,False,2025-12-24 16:50:40.576607,2025-08-06 16:50:40.576610,22,Mock Data
DEAL_0215,Deal 215,CUST_4575,3198.34,Qualification,Consulting Pipeline,False,False,2025-12-24 16:50:40.576630,2025-11-30 16:50:40.576633,40,Mock Data
DEAL_0216,Deal 216,CUST_0135,97.3,Prospecting,Partnership Pipeline,False,False,2025-12-15 16:50:40.576653,2025-10-19 16:50:40.576656,57,Mock Data
DEAL_0217,Deal 217,CUST_1902,1219.2,Closed Lost,Sales Pipeline,True,False,2025-10-10 16:50:40.576676,2025-08-15 16:50:40.576679,0,Mock Data
DEAL_0218,Deal 218,CUST_0079,1766.61,Negotiation,Partnership Pipeline,False,False,2025-11-27 16:50:40.576698,2025-06-17 16:50:40.576700,13,Mock Data
DEAL_0219,Deal 219,CUST_4009,87.87,Qualification,Consulting Pipeline,False,False,2025-11-19 16:50:40.576720,2025-11-26 16:50:40.576723,29,Mock Data
DEAL_0220,Deal 220,CUST_0763,35816.74,Proposal,Sales Pipeline,False,False,2025-12-22 16:50:40.576744,2025-07-18 16:50:40.576746,35,Mock Data
DEAL_0221,Deal 221,CUST_3903,1527.44,Closed Lost,Sales Pipeline,True,False,2025-11-14 16:50:40.576766,2025-08-18 16:50:40.576769,0,Mock Data
DEAL_0222,Deal 222,CUST_1701,459.19,Proposal,Consulting Pipeline,False,False,2025-12-29 16:50:40.576788,2025-11-28 16:50:40.576790,30,Mock Data
DEAL_0223,Deal 223,CUST_0118,1092.11,Negotiation,Partnership Pipeline,False,False,2025-11-22 16:50:40.576810,2025-11-13 16:50:40.576813,45,Mock Data
DEAL_0224,Deal 224,CUST_1083,1378.14,Closed Won,Partnership Pipeline,True,True,2025-09-13 16:50:40.576833,2025-10-10 16:50:40.576836,100,Mock Data
DEAL_0225,Deal 225,CUST_2800,37922.46,Prospecting,Partnership Pipeline,False,False,2025-12-27 16:50:40.576855,2025-08-09 16:50:40.576857,10,Mock Data
DEAL_0226,Deal 226,CUST_1083,1929.22,Qualification,Sales Pipeline,False,False,2025-12-25 16:50:40.576878,2025-08-28 16:50:40.576880,70,Mock Data
DEAL_0227,Deal 227,CUST_3260,885.35,Negotiation,Consulting Pipeline,False,False,2025-11-24 16:50:40.576902,2025-07-31 16:50:40.576904,20,Mock Data
DEAL_0228,Deal 228,CUST_1815,231426.42,Qualification,Consulting Pipeline,False,False,2025-12-28 16:50:40.576930,2025-11-01 16:50:40.576934,50,Mock Data
DEAL_0229,Deal 229,CUST_2719,136552.39,Closed Won,Consulting Pipeline,True,True,2025-10-28 16:50:40.576959,2025-09-29 16:50:40.576961,100,Mock Data
DEAL_0230,Deal 230,CUST_1647,782.92,Negotiation,Partnership Pipeline,False,False,2025-12-19 16:50:40.576981,2025-06-24 16:50:40.576983,59,Mock Data
DEAL_0231,Deal 231,CUST_0528,262306.15,Qualification,Consulting Pipeline,False,False,2025-12-10 16:50:40.577004,2025-07-06 16:50:40.577007,62,Mock Data
DEAL_0232,Deal 232,CUST_2850,346.13,Closed Won,Partnership Pipeline,True,True,2025-10-01 16:50:40.577028,2025-08-23 16:50:40.577031,100,Mock Data
DEAL_0233,Deal 233,CUST_3650,558.72,Qualification,Partnership Pipeline,False,False,2025-11-10 16:50:40.577050,2025-07-07 16:50:40.577054,43,Mock Data
DEAL_0234,Deal 234,CUST_1572,46242.45,Negotiation,Consulting Pipeline,False,False,2025-12-18 16:50:40.577075,2025-08-25 16:50:40.577078,45,Mock Data
DEAL_0235,Deal 235,CUST_1876,624.26,Negotiation,Partnership Pipeline,False,False,2025-12-18 16:50:40.577098,2025-07-03 16:50:40.577100,18,Mock Data
DEAL_0236,Deal 236,CUST_1851,17144.76,Qualification,Sales Pipeline,False,False,2025-11-14 16:50:40.577121,2025-10-16 16:50:40.577124,38,Mock Data
DEAL_0237,Deal 237,CUST_0650,1969.82,Closed Lost,Consulting Pipeline,True,False,2025-09-14 16:50:40.577145,2025-12-09 16:50:40.577147,0,Mock Data
DEAL_0238,Deal 238,CUST_4374,7182.52,Qualification,Sales Pipeline,False,False,2025-12-08 16:50:40.577166,2025-07-29 16:50:40.577169,43,Mock Data
DEAL_0239,Deal 239,CUST_3636,4533.0,Closed Won,Consulting Pipeline,True,True,2025-09-24 16:50:40.577190,2025-08-03 16:50:40.577192,100,Mock Data
DEAL_0240,Deal 240,CUST_3781,40190.14,Qualification,Sales Pipeline,False,False,2025-11-10 16:50:40.577211,2025-06-14 16:50:40.577214,69,Mock Data
DEAL_0241,Deal 241,CUST_3211,5632.34,Closed Won,Consulting Pipeline,True,True,2025-11-03 16:50:40.577234,2025-08-24 16:50:40.577237,100,Mock Data
DEAL_0242,Deal 242,CUST_2258,1565.62,Qualification,Sales Pipeline,False,False,2025-12-21 16:50:40.577255,2025-09-24 16:50:40.577258,60,Mock Data
DEAL_0243,Deal 243,CUST_0644,570.69,Proposal,Sales Pipeline,False,False,2025-11-11 16:50:40.577278,2025-07-21 16:50:40.577281,67,Mock Data
DEAL_0244,Deal 244,CUST_1736,2826.55,Prospecting,Sales Pipeline,False,False,2025-12-14 16:50:40.577301,2025-09-28 16:50:40.577304,62,Mock Data
DEAL_0245,Deal 245,CUST_1503,4401.72,Closed Won,Sales Pipeline,True,True,2025-11-07 16:50:40.577324,2025-10-13 16:50:40.577327,100,Mock Data
DEAL_0246,Deal 246,CUST_3143,1021.43,Proposal,Consulting Pipeline,False,False,2025-12-10 16:50:40.577346,2025-06-30 16:50:40.577348,12,Mock Data
DEAL_0247,Deal 247,CUST_2174,19.29,Proposal,Consulting Pipeline,False,False,2025-11-24 16:50:40.577368,2025-08-21 16:50:40.577371,40,Mock Data
DEAL_0248,Deal 248,CUST_3259,376.09,Qualification,Consulting Pipeline,False,False,2025-12-23 16:50:40.577392,2025-08-01 16:50:40.577395,32,Mock Data
DEAL_0249,Deal 249,CUST_3123,20316.42,Closed Won,Sales Pipeline,True,True,2025-10-17 16:50:40.577416,2025-06-15 16:50:40.577418,100,Mock Data
DEAL_0250,Deal 250,CUST_0810,3192.02,Qualification,Partnership Pipeline,False,False,2025-11-16 16:50:40.577437,2025-10-13 16:50:40.577440,17,Mock Data
DEAL_0251,Deal 251,CUST_1067,22769.67,Prospecting,Sales Pipeline,False,False,2025-11-26 16:50:40.577460,2025-09-24 16:50:40.577463,67,Mock Data
DEAL_0252,Deal 252,CUST_3590,1420.65,Qualification,Sales Pipeline,False,False,2025-12-31 16:50:40.577483,2025-10-14 16:50:40.577486,40,Mock Data
DEAL_0253,Deal 253,CUST_0991,723.96,Negotiation,Sales Pipeline,False,False,2025-12-20 16:50:40.577506,2025-08-29 16:50:40.577509,17,Mock Data
DEAL_0254,Deal 254,CUST_3227,5919.19,Qualification,Consulting Pipeline,False,False,2025-11-25 16:50:40.577529,2025-09-13 16:50:40.577532,17,Mock Data
DEAL_0255,Deal 255,CUST_1433,5100.59,Closed Lost,Partnership Pipeline,True,False,2025-09-19 16:50:40.577553,2025-11-27 16:50:40.577555,0,Mock Data
DEAL_0256,Deal 256,CUST_2909,28271.77,Negotiation,Consulting Pipeline,False,False,2025-11-18 16:50:40.577574,2025-09-21 16:50:40.577576,87,Mock Data
DEAL_0257,Deal 257,CUST_2055,324.6,Closed Lost,Consulting Pipeline,True,False,2025-11-13 16:50:40.577597,2025-10-27 16:50:40.577600,0,Mock Data
DEAL_0258,Deal 258,CUST_2868,2712.2,Prospecting,Sales Pipeline,False,False,2025-12-18 16:50:40.577619,2025-07-10 16:50:40.577622,57,Mock Data
DEAL_0259,Deal 259,CUST_2865,35.03,Proposal,Consulting Pipeline,False,False,2025-12-10 16:50:40.577643,2025-08-30 16:50:40.577646,80,Mock Data
DEAL_0260,Deal 260,CUST_4304,60044.9,Prospecting,Consulting Pipeline,False,False,2025-11-15 16:50:40.577666,2025-10-09 16:50:40.577669,61,Mock Data
DEAL_0261,Deal 261,CUST_2038,794.23,Qualification,Partnership Pipeline,False,False,2025-12-11 16:50:40.577689,2025-09-30 16:50:40.577692,18,Mock Data
DEAL_0262,Deal 262,CUST_2526,2961.1,Proposal,Partnership Pipeline,False,False,2025-12-12 16:50:40.577712,2025-09-04 16:50:40.577715,51,Mock Data
DEAL_0263,Deal 263,CUST_3813,127.36,Negotiation,Consulting Pipeline,False,False,2025-11-22 16:50:40.577735,2025-07-03 16:50:40.577738,37,Mock Data
DEAL_0264,Deal 264,CUST_4541,848.4,Proposal,Partnership Pipeline,False,False,2025-12-29 16:50:40.577758,2025-08-19 16:50:40.577761,31,Mock Data
DEAL_0265,Deal 265,CUST_3471,3400.84,Closed Lost,Partnership Pipeline,True,False,2025-10-25 16:50:40.577781,2025-07-25 16:50:40.577784,0,Mock Data
DEAL_0266,Deal 266,CUST_3724,21.34,Closed Won,Consulting Pipeline,True,True,2025-09-20 16:50:40.577803,2025-08-27 16:50:40.577805,100,Mock Data
DEAL_0267,Deal 267,CUST_2174,202.14,Qualification,Partnership Pipeline,False,False,2026-01-01 16:50:40.577824,2025-07-25 16:50:40.577827,20,Mock Data
DEAL_0268,Deal 268,CUST_0990,2621.9,Prospecting,Consulting Pipeline,False,False,2026-01-07 16:50:40.577848,2025-11-30 16:50:40.577850,15,Mock Data
DEAL_0269,Deal 269,CUST_1803,2079.62,Qualification,Partnership Pipeline,False,False,2025-12-15 16:50:40.577871,2025-06-21 16:50:40.577873,31,Mock Data
DEAL_0270,Deal 270,CUST_2063,4433.18,Closed Lost,Sales Pipeline,True,False,2025-10-01 16:50:40.577895,2025-08-15 16:50:40.577898,0,Mock Data
DEAL_0271,Deal 271,CUST_4209,25060.93,Proposal,Partnership Pipeline,False,False,2026-01-06 16:50:40.577916,2025-07-27 16:50:40.577919,64,Mock Data
DEAL_0272,Deal 272,CUST_0635,1584.54,Proposal,Consulting Pipeline,False,False,2025-11-20 16:50:40.577940,2025-06-15 16:50:40.577943,59,Mock Data
DEAL_0273,Deal 273,CUST_3189,8474.18,Closed Won,Consulting Pipeline,True,True,2025-11-30 16:50:40.577963,2025-06-29 16:50:40.577966,100,Mock Data
DEAL_0274,Deal 274,CUST_2383,636.37,Closed Lost,Consulting Pipeline,True,False,2025-12-01 16:50:40.577985,2025-09-26 16:50:40.577988,0,Mock Data
DEAL_0275,Deal 275,CUST_4517,101993.11,Qualification,Partnership Pipeline,False,False,2025-12-08 16:50:40.578007,2025-10-20 16:50:40.578010,42,Mock Data
DEAL_0276,Deal 276,CUST_3685,1586.47,Negotiation,Consulting Pipeline,False,False,2025-12-24 16:50:40.578030,2025-07-26 16:50:40.578033,31,Mock Data
DEAL_0277,Deal 277,CUST_1281,33.57,Qualification,Partnership Pipeline,False,False,2026-01-03 16:50:40.578053,2025-06-28 16:50:40.578056,31,Mock Data
DEAL_0278,Deal 278,CUST_0521,2671.27,Negotiation,Partnership Pipeline,False,False,2026-01-03 16:50:40.578077,2025-07-20 16:50:40.578080,16,Mock Data
DEAL_0279,Deal 279,CUST_1313,9296.76,Proposal,Consulting Pipeline,False,False,2025-12-14 16:50:40.578100,2025-06-15 16:50:40.578102,34,Mock Data
DEAL_0280,Deal 280,CUST_3959,130.97,Prospecting,Consulting Pipeline,False,False,2026-01-06 16:50:40.578123,2025-10-15 16:50:40.578126,55,Mock Data
DEAL_0281,Deal 281,CUST_1624,3620.57,Qualification,Sales Pipeline,False,False,2025-12-15 16:50:40.578146,2025-12-03 16:50:40.578149,44,Mock Data
DEAL_0282,Deal 282,CUST_1407,2528.14,Proposal,Consulting Pipeline,False,False,2026-01-03 16:50:40.578169,2025-06-30 16:50:40.578171,71,Mock Data
DEAL_0283,Deal 283,CUST_0405,53131.25,Proposal,Sales Pipeline,False,False,2025-12-03 16:50:40.578192,2025-08-30 16:50:40.578195,28,Mock Data
DEAL_0284,Deal 284,CUST_4458,214.09,Proposal,Sales Pipeline,False,False,2025-11-13 16:50:40.578215,2025-10-11 16:50:40.578218,39,Mock Data
DEAL_0285,Deal 285,CUST_3455,1516.28,Prospecting,Consulting Pipeline,False,False,2025-12-27 16:50:40.578239,2025-11-06 16:50:40.578241,75,Mock Data
DEAL_0286,Deal 286,CUST_1233,159.38,Closed Lost,Consulting Pipeline,True,False,2025-10-12 16:50:40.578262,2025-11-16 16:50:40.578264,0,Mock Data
DEAL_0287,Deal 287,CUST_4525,16975.28,Closed Won,Sales Pipeline,True,True,2025-10-22 16:50:40.578283,2025-10-18 16:50:40.578286,100,Mock Data
DEAL_0288,Deal 288,CUST_2026,2836.77,Proposal,Partnership Pipeline,False,False,2025-12-17 16:50:40.578304,2025-11-27 16:50:40.578307,18,Mock Data
DEAL_0289,Deal 289,CUST_4201,5227.17,Closed Lost,Partnership Pipeline,True,False,2025-09-14 16:50:40.578327,2025-08-29 16:50:40.578330,0,Mock Data
DEAL_0290,Deal 290,CUST_4691,11650.99,Qualification,Partnership Pipeline,False,False,2025-11-16 16:50:40.578349,2025-07-12 16:50:40.578351,55,Mock Data
DEAL_0291,Deal 291,CUST_1906,93.09,Closed Won,Consulting Pipeline,True,True,2025-11-14 16:50:40.578372,2025-10-08 16:50:40.578374,100,Mock Data
DEAL_0292,Deal 292,CUST_4976,9097.11,Closed Won,Partnership Pipeline,True,True,2025-10-16 16:50:40.578393,2025-08-04 16:50:40.578395,100,Mock Data
DEAL_0293,Deal 293,CUST_3157,4221.76,Qualification,Sales Pipeline,False,False,2025-12-09 16:50:40.578414,2025-11-26 16:50:40.578417,48,Mock Data
DEAL_0294,Deal 294,CUST_3558,28040.71,Qualification,Consulting Pipeline,False,False,2026-01-02 16:50:40.578437,2025-09-09 16:50:40.578440,49,Mock Data
DEAL_0295,Deal 295,CUST_2202,5703.28,Negotiation,Partnership Pipeline,False,False,2025-11-20 16:50:40.578460,2025-08-31 16:50:40.578463,82,Mock Data
DEAL_0296,Deal 296,CUST_2741,623.34,Qualification,Consulting Pipeline,False,False,2025-11-12 16:50:40.578483,2025-12-06 16:50:40.578486,15,Mock Data
DEAL_0297,Deal 297,CUST_0086,267.21,Closed Lost,Partnership Pipeline,True,False,2025-11-02 16:50:40.578506,2025-08-01 16:50:40.578509,0,Mock Data
DEAL_0298,Deal 298,CUST_2796,907.47,Closed Won,Consulting Pipeline,True,True,2025-11-30 16:50:40.578528,2025-08-12 16:50:40.578530,100,Mock Data
DEAL_0299,Deal 299,CUST_3374,11294.5,Closed Won,Consulting Pipeline,True,True,2025-10-09 16:50:40.578549,2025-12-06 16:50:40.578552,100,Mock Data
DEAL_0300,Deal 300,CUST_1288,3164.3,Negotiation,Sales Pipeline,False,False,2026-01-01 16:50:40.578570,2025-11-09 16:50:40.578573,11,Mock Data
DEAL_0301,Deal 301,CUST_2190,426.8,Proposal,Consulting Pipeline,False,False,2025-11-26 16:50:40.578593,2025-11-08 16:50:40.578596,83,Mock Data
DEAL_0302,Deal 302,CUST_2295,2543.96,Qualification,Partnership Pipeline,False,False,2025-12-31 16:50:40.578616,2025-08-20 16:50:40.578619,25,Mock Data
DEAL_0303,Deal 303,CUST_4980,5115.81,Prospecting,Partnership Pipeline,False,False,2025-12-03 16:50:40.578639,2025-08-12 16:50:40.578642,73,Mock Data
DEAL_0304,Deal 304,CUST_4627,1100.89,Negotiation,Sales Pipeline,False,False,2025-12-27 16:50:40.578662,2025-06-28 16:50:40.578664,29,Mock Data
DEAL_0305,Deal 305,CUST_3378,848.76,Qualification,Sales Pipeline,False,False,2025-12-12 16:50:40.578685,2025-09-21 16:50:40.578687,24,Mock Data
DEAL_0306,Deal 306,CUST_2246,1452.25,Prospecting,Consulting Pipeline,False,False,2025-11-16 16:50:40.578708,2025-12-02 16:50:40.578711,83,Mock Data
DEAL_0307,Deal 307,CUST_0327,1249.63,Qualification,Sales Pipeline,False,False,2025-11-30 16:50:40.578731,2025-10-28 16:50:40.578734,80,Mock Data
DEAL_0308,Deal 308,CUST_2795,29480.87,Prospecting,Partnership Pipeline,False,False,2025-12-01 16:50:40.578754,2025-10-04 16:50:40.578756,70,Mock Data
DEAL_0309,Deal 309,CUST_1248,9263.16,Closed Won,Consulting Pipeline,True,True,2025-12-01 16:50:40.578776,2025-07-18 16:50:40.578779,100,Mock Data
DEAL_0310,Deal 310,CUST_0530,12747.71,Prospecting,Consulting Pipeline,False,False,2025-12-27 16:50:40.578799,2025-09-01 16:50:40.578802,53,Mock Data
DEAL_0311,Deal 311,CUST_4170,907.11,Closed Won,Consulting Pipeline,True,True,2025-09-24 16:50:40.578822,2025-08-08 16:50:40.578824,100,Mock Data
DEAL_0312,Deal 312,CUST_3348,15584.03,Proposal,Partnership Pipeline,False,False,2025-11-14 16:50:40.578843,2025-07-09 16:50:40.578845,23,Mock Data
DEAL_0313,Deal 313,CUST_1035,29145.13,Closed Lost,Consulting Pipeline,True,False,2025-10-03 16:50:40.578866,2025-11-30 16:50:40.578869,0,Mock Data
DEAL_0314,Deal 314,CUST_0524,4076.87,Negotiation,Sales Pipeline,False,False,2025-12-23 16:50:40.578888,2025-10-19 16:50:40.578890,32,Mock Data
DEAL_0315,Deal 315,CUST_2027,9628.26,Prospecting,Sales Pipeline,False,False,2025-12-16 16:50:40.578911,2025-10-23 16:50:40.578914,16,Mock Data
DEAL_0316,Deal 316,CUST_2839,46473.89,Proposal,Sales Pipeline,False,False,2025-12-10 16:50:40.578942,2025-06-26 16:50:40.578945,32,Mock Data
DEAL_0317,Deal 317,CUST_2916,13236.19,Qualification,Consulting Pipeline,False,False,2025-12-01 16:50:40.578968,2025-11-25 16:50:40.578971,56,Mock Data
DEAL_0318,Deal 318,CUST_3943,411.18,Proposal,Sales Pipeline,False,False,2026-01-06 16:50:40.578991,2025-10-22 16:50:40.578993,38,Mock Data
DEAL_0319,Deal 319,CUST_4113,719.49,Closed Lost,Consulting Pipeline,True,False,2025-11-15 16:50:40.579014,2025-10-19 16:50:40.579016,0,Mock Data
DEAL_0320,Deal 320,CUST_4502,985.48,Closed Won,Consulting Pipeline,True,True,2025-12-04 16:50:40.579035,2025-08-24 16:50:40.579038,100,Mock Data
DEAL_0321,Deal 321,CUST_2168,2123.77,Prospecting,Consulting Pipeline,False,False,2025-12-26 16:50:40.579057,2025-07-12 16:50:40.579059,20,Mock Data
DEAL_0322,Deal 322,CUST_3597,15127.97,Closed Won,Sales Pipeline,True,True,2025-09-11 16:50:40.579080,2025-12-02 16:50:40.579083,100,Mock Data
DEAL_0323,Deal 323,CUST_3243,9073.74,Negotiation,Consulting Pipeline,False,False,2025-11-22 16:50:40.579101,2025-08-15 16:50:40.579104,65,Mock Data
DEAL_0324,Deal 324,CUST_1315,1467.95,Closed Won,Partnership Pipeline,True,True,2025-11-23 16:50:40.579124,2025-08-15 16:50:40.579127,100,Mock Data
DEAL_0325,Deal 325,CUST_4501,7878.26,Proposal,Partnership Pipeline,False,False,2025-12-04 16:50:40.579146,2025-08-27 16:50:40.579149,81,Mock Data
DEAL_0326,Deal 326,CUST_0316,1587.84,Proposal,Partnership Pipeline,False,False,2025-12-04 16:50:40.579169,2025-09-01 16:50:40.579172,68,Mock Data
