order_id,customer_id,order_date,product_name,category,unit_price,unit_cost,quantity,total_revenue,total_cost,profit,customer_age,customer_region,year,month,quarter,profit_margin,cost_percentage
ORD_20230174,CUST_9780,2024-11-02,Food_Snacks,Food,6.12,4.11,2,14.69,8.23,6.47,53,South,2024,11,4,44.04,56.02
ORD_20230175,CUST_8009,2023-10-22,Electronics_Laptop,Electronics,645.37,377.59,1,645.37,377.59,267.78,58,North,2023,10,4,41.49,58.51
ORD_20230176,CUST_6352,2024-11-30,Books_Textbook,Books,42.75,18.75,3,165.76,56.24,109.53,47,Central,2024,11,4,66.08,33.93
ORD_20230177,CUST_2265,2024-07-25,Home & Garden_Sofa,Home & Garden,1401.44,603.67,4,5605.76,2414.7,3191.06,37,Online,2024,7,3,56.92,43.08
ORD_20230178,CUST_5569,2024-12-31,Home & Garden_Chair,Home & Garden,1167.93,715.44,6,7813.0,4292.63,3520.37,18,South,2024,12,4,45.06,54.94
ORD_20230179,CUST_3428,2023-07-29,Clothing_Socks,Clothing,195.23,134.84,4,780.91,539.35,241.56,52,Online,2023,7,3,30.93,69.07
ORD_20230180,CUST_4356,2024-04-04,Electronics_Printer,Electronics,224.69,145.25,3,674.07,435.75,238.31,28,South,2024,4,2,35.35,64.64
ORD_20230181,CUST_2098,2024-05-30,Home & Garden_Chair,Home & Garden,198.18,130.06,7,1387.27,910.41,476.85,46,North,2024,5,2,34.37,65.63
ORD_20230182,CUST_4778,2025-06-02,Sports_Bike,Sports,38.48,23.25,6,275.34,139.48,135.86,28,Central,2025,6,2,49.34,50.66
ORD_20230183,CUST_2682,2025-01-17,Sports_Basketball,Sports,223.41,150.32,5,1117.06,751.62,365.44,37,South,2025,1,1,32.71,67.29
ORD_20230184,CUST_6390,2024-07-23,Beauty_Nail Polish,Beauty,26.85,12.45,1,26.85,12.45,14.39,42,Online,2024,7,3,53.59,46.37
ORD_20230185,CUST_4380,2024-05-06,Home & Garden_Table,Home & Garden,837.69,375.09,9,7539.19,3375.85,4163.34,34,North,2024,5,2,55.22,44.78
ORD_20230186,CUST_1959,2024-06-03,Home & Garden_Sofa,Home & Garden,707.86,395.77,7,4954.99,2770.37,2184.62,20,North,2024,6,2,44.09,55.91
ORD_20230187,CUST_2875,2024-11-23,Books_Textbook,Books,46.83,27.4,9,499.93,246.58,253.35,47,South,2024,11,4,50.68,49.32
ORD_20230188,CUST_4788,2025-10-13,Books_Fiction,Books,33.28,16.0,8,266.23,127.98,138.25,25,Central,2025,10,4,51.93,48.07
ORD_20230189,CUST_9357,2024-12-21,Clothing_T-Shirt,Clothing,103.63,62.61,2,240.07,125.21,114.86,63,Central,2024,12,4,47.84,52.16
ORD_20230190,CUST_7731,2024-12-29,Sports_Swimming Goggles,Sports,286.5,192.63,6,2230.15,1155.78,1074.37,68,Online,2024,12,4,48.17,51.83
ORD_20230191,CUST_9032,2024-08-14,Books_Fiction,Books,18.41,9.28,8,147.31,74.22,73.1,49,South,2024,8,3,49.62,50.38
ORD_20230192,CUST_8833,2023-01-02,Sports_Swimming Goggles,Sports,40.04,20.23,1,40.04,20.23,19.81,30,Online,2023,1,1,49.48,50.52
ORD_20230193,CUST_4041,2025-07-06,Beauty_Hair Dryer,Beauty,17.61,10.04,10,176.08,100.41,75.67,67,Central,2025,7,3,42.97,57.03
ORD_20230194,CUST_7917,2023-04-16,Food_Beverages,Food,3.88,2.29,3,11.65,6.88,4.76,23,North,2023,4,2,40.86,59.06
ORD_20230195,CUST_4389,2023-08-11,Sports_Bike,Sports,100.17,68.17,8,935.58,545.36,390.22,67,Online,2023,8,3,41.71,58.29
ORD_20230196,CUST_1894,2023-04-21,Electronics_Printer,Electronics,1355.56,767.11,6,8133.35,4602.67,3530.68,39,South,2023,4,2,43.41,56.59
ORD_20230197,CUST_2560,2024-05-29,Food_Tea,Food,4.95,2.63,2,9.9,5.26,4.64,71,Online,2024,5,2,46.87,53.13
ORD_20230198,CUST_3356,2023-05-02,Home & Garden_Bed,Home & Garden,1465.0,734.07,8,11720.04,5872.54,5847.49,46,Central,2023,5,2,49.89,50.11
ORD_20230199,CUST_5644,2024-11-25,Sports_Bike,Sports,156.99,88.95,2,407.93,177.9,230.03,36,South,2024,11,4,56.39,43.61
ORD_20230200,CUST_8005,2025-05-22,Electronics_Tablet,Electronics,254.9,132.8,6,1529.4,796.79,732.62,32,North,2025,5,2,47.9,52.1
ORD_20230201,CUST_2712,2023-06-08,Books_Textbook,Books,27.02,13.61,4,108.08,54.45,53.63,41,South,2023,6,2,49.62,50.38
ORD_20230202,CUST_2394,2025-08-04,Sports_Bike,Sports,182.6,74.65,2,399.0,149.3,249.7,53,South,2025,8,3,62.58,37.42
ORD_20230203,CUST_4591,2024-09-28,Clothing_Shoes,Clothing,89.09,48.09,5,445.46,240.44,205.03,32,North,2024,9,3,46.03,53.98
ORD_20230204,CUST_5648,2023-04-10,Sports_Yoga Mat,Sports,66.21,31.2,2,132.42,62.4,70.02,72,North,2023,4,2,52.88,47.12
ORD_20230205,CUST_4216,2023-11-14,Clothing_Socks,Clothing,112.67,57.21,2,265.49,114.42,151.07,56,South,2023,11,4,56.9,43.1
ORD_20230206,CUST_8062,2023-01-28,Electronics_Laptop,Electronics,1730.17,696.76,1,1730.17,696.76,1033.42,57,Online,2023,1,1,59.73,40.27
ORD_20230207,CUST_4432,2023-10-14,Clothing_Jacket,Clothing,179.07,95.37,10,1790.68,953.73,836.95,46,South,2023,10,4,46.74,53.26
ORD_20230208,CUST_4192,2023-05-13,Home & Garden_Refrigerator,Home & Garden,902.43,617.78,9,8121.89,5560.04,2561.85,71,Online,2023,5,2,31.54,68.46
ORD_20230209,CUST_3203,2024-11-17,Beauty_Makeup,Beauty,55.68,35.33,8,567.01,282.67,284.35,61,Online,2024,11,4,50.15,49.85
ORD_20230210,CUST_7262,2024-09-11,Home & Garden_Refrigerator,Home & Garden,441.14,184.01,5,2205.68,920.05,1285.64,37,South,2024,9,3,58.29,41.71
ORD_20230211,CUST_2229,2025-11-24,Electronics_Camera,Electronics,442.02,188.55,1,547.06,188.55,358.51,66,Central,2025,11,4,65.53,34.47
ORD_20230212,CUST_6342,2023-10-03,Books_Textbook,Books,37.44,15.17,9,336.95,136.54,200.41,67,North,2023,10,4,59.48,40.52
ORD_20230213,CUST_6757,2024-05-09,Food_Snacks,Food,10.8,6.48,4,43.2,25.92,17.28,40,Online,2024,5,2,40.0,60.0
ORD_20230214,CUST_9320,2023-11-04,Home & Garden_Table,Home & Garden,1412.74,875.71,8,14084.05,7005.71,7078.34,67,North,2023,11,4,50.26,49.74
ORD_20230215,CUST_6238,2024-10-30,Sports_Bike,Sports,81.85,56.39,2,163.7,112.79,50.91,18,Central,2024,10,4,31.1,68.9
ORD_20230216,CUST_1986,2024-03-02,Clothing_Dress,Clothing,23.15,10.96,10,231.53,109.57,121.96,25,Central,2024,3,1,52.68,47.32
ORD_20230217,CUST_9125,2023-12-11,Electronics_Headphones,Electronics,1385.38,643.79,5,8530.93,3218.94,5311.99,65,North,2023,12,4,62.27,37.73
ORD_20230218,CUST_4828,2025-10-06,Electronics_Camera,Electronics,704.41,464.86,9,6339.71,4183.77,2155.93,65,North,2025,10,4,34.01,65.99
ORD_20230219,CUST_5114,2024-08-11,Sports_Dumbbells,Sports,225.46,149.6,6,1584.31,897.62,686.69,63,Online,2024,8,3,43.34,56.66
ORD_20230220,CUST_1454,2024-02-01,Food_Tea,Food,7.71,5.09,1,7.71,5.09,2.62,41,South,2024,2,1,33.98,66.02
ORD_20230221,CUST_6592,2024-12-25,Home & Garden_Sofa,Home & Garden,963.8,561.85,5,5875.81,2809.24,3066.57,36,Online,2024,12,4,52.19,47.81
ORD_20230222,CUST_8117,2025-01-05,Beauty_Cream,Beauty,26.59,11.22,3,79.77,33.66,46.11,25,South,2025,1,1,57.8,42.2
ORD_20230223,CUST_2177,2025-04-21,Electronics_Laptop,Electronics,980.64,503.99,10,9806.39,5039.85,4766.53,25,Online,2025,4,2,48.61,51.39
ORD_20230224,CUST_6445,2024-10-26,Clothing_Shoes,Clothing,46.82,26.12,4,187.27,104.5,82.78,32,Central,2024,10,4,44.2,55.8
ORD_20230225,CUST_5431,2024-05-12,Food_Beverages,Food,19.2,7.78,7,134.4,54.49,79.9,60,Central,2024,5,2,59.45,40.54
ORD_20230226,CUST_5882,2024-02-03,Books_Magazine,Books,36.19,18.6,4,144.75,74.41,70.35,38,North,2024,2,1,48.6,51.41
ORD_20230227,CUST_6539,2025-08-21,Books_Biography,Books,47.18,26.41,8,377.47,211.26,166.21,33,South,2025,8,3,44.03,55.97
ORD_20230228,CUST_4530,2024-10-31,Home & Garden_Lamp,Home & Garden,629.86,436.51,10,6298.63,4365.06,1933.57,42,South,2024,10,4,30.7,69.3
ORD_20230229,CUST_7441,2025-11-28,Clothing_Hat,Clothing,53.23,26.01,1,68.32,26.01,42.31,59,North,2025,11,4,61.93,38.07
ORD_20230230,CUST_4097,2024-07-12,Clothing_Hat,Clothing,128.29,82.84,6,769.74,497.07,272.68,45,North,2024,7,3,35.42,64.58
ORD_20230231,CUST_5815,2024-06-04,Home & Garden_Sofa,Home & Garden,935.92,489.78,10,9359.22,4897.76,4461.46,25,Online,2024,6,2,47.67,52.33
ORD_20230232,CUST_8227,2025-12-08,Books_Comic,Books,20.23,9.92,8,199.72,79.39,120.33,36,Online,2025,12,4,60.25,39.75
ORD_20230233,CUST_1482,2025-05-06,Home & Garden_Lamp,Home & Garden,1161.65,516.83,7,8131.56,3617.82,4513.74,67,North,2025,5,2,55.51,44.49
ORD_20230234,CUST_8327,2024-11-03,Home & Garden_Washing Machine,Home & Garden,188.79,76.85,3,695.26,230.56,464.7,45,Central,2024,11,4,66.84,33.16
ORD_20230235,CUST_5358,2025-08-26,Clothing_Socks,Clothing,133.76,55.85,9,1203.87,502.66,701.21,19,Online,2025,8,3,58.25,41.75
ORD_20230236,CUST_6699,2024-09-28,Beauty_Hair Dryer,Beauty,73.83,29.88,8,590.63,239.06,351.58,63,Central,2024,9,3,59.53,40.48
ORD_20230237,CUST_8843,2024-07-07,Sports_Bike,Sports,93.14,39.47,8,803.78,315.79,488.0,54,North,2024,7,3,60.71,39.29
ORD_20230238,CUST_4713,2024-10-09,Sports_Swimming Goggles,Sports,79.6,40.32,4,318.39,161.26,157.12,30,North,2024,10,4,49.35,50.65
ORD_20230239,CUST_9258,2025-08-13,Electronics_Smart Watch,Electronics,232.87,137.87,8,1862.96,1102.97,759.99,55,Online,2025,8,3,40.79,59.21
ORD_20230240,CUST_6291,2025-10-10,Food_Beverages,Food,7.84,3.92,6,47.03,23.51,23.52,19,Central,2025,10,4,50.01,49.99
ORD_20230241,CUST_4374,2025-02-08,Beauty_Nail Polish,Beauty,57.99,35.91,4,231.96,143.63,88.33,25,South,2025,2,1,38.08,61.92
ORD_20230242,CUST_4719,2025-10-13,Home & Garden_Table,Home & Garden,643.74,339.13,7,4506.2,2373.9,2132.3,33,Online,2025,10,4,47.32,52.68
ORD_20230243,CUST_7099,2025-09-06,Electronics_Tablet,Electronics,1861.64,875.7,3,5584.91,2627.1,2957.81,57,South,2025,9,3,52.96,47.04
ORD_20230244,CUST_5895,2023-12-30,Electronics_Smartphone,Electronics,1699.86,945.61,6,11479.61,5673.68,5805.94,39,South,2023,12,4,50.58,49.42
ORD_20230245,CUST_7257,2025-02-22,Clothing_Shoes,Clothing,160.77,98.49,4,643.06,393.95,249.11,50,Central,2025,2,1,38.74,61.26
ORD_20230246,CUST_6962,2025-01-18,Electronics_Laptop,Electronics,823.73,415.07,9,7413.55,3735.66,3677.89,26,North,2025,1,1,49.61,50.39
ORD_20230247,CUST_5437,2025-04-14,Books_Non-Fiction,Books,47.7,31.57,6,286.17,189.45,96.73,52,South,2025,4,2,33.8,66.2
ORD_20230248,CUST_2826,2023-09-01,Food_Chocolate,Food,11.02,5.72,6,66.12,34.33,31.8,35,North,2023,9,3,48.09,51.92
ORD_20230249,CUST_8842,2023-05-14,Electronics_Tablet,Electronics,1601.06,786.77,9,14409.52,7080.89,7328.63,32,North,2023,5,2,50.86,49.14
ORD_20230250,CUST_6656,2024-07-31,Books_Biography,Books,37.8,19.04,4,151.19,76.18,75.02,35,Online,2024,7,3,49.62,50.39
ORD_20230251,CUST_3530,2025-03-03,Sports_Swimming Goggles,Sports,277.99,151.81,6,1667.91,910.88,757.04,63,North,2025,3,1,45.39,54.61
ORD_20230252,CUST_1536,2025-06-20,Books_Magazine,Books,36.65,16.0,5,183.26,80.0,103.26,51,Online,2025,6,2,56.35,43.65
ORD_20230253,CUST_6947,2025-11-01,Sports_Bike,Sports,49.78,28.79,4,252.94,115.15,137.79,35,North,2025,11,4,54.48,45.52
ORD_20230254,CUST_8154,2024-11-02,Sports_Tennis Racket,Sports,20.04,11.64,7,170.15,81.47,88.68,36,Central,2024,11,4,52.12,47.88
ORD_20230255,CUST_6078,2025-02-16,Books_Magazine,Books,12.33,8.61,8,98.61,68.88,29.74,32,North,2025,2,1,30.16,69.85
ORD_20230256,CUST_9591,2023-03-24,Clothing_Jeans,Clothing,45.6,19.9,3,136.81,59.71,77.11,24,Online,2023,3,1,56.36,43.64
ORD_20230257,CUST_2403,2025-02-02,Sports_Swimming Goggles,Sports,160.19,111.97,1,160.19,111.97,48.21,54,Central,2025,2,1,30.1,69.9
ORD_20230258,CUST_8870,2025-03-30,Sports_Tennis Racket,Sports,192.81,107.61,7,1349.67,753.27,596.4,67,Central,2025,3,1,44.19,55.81
ORD_20230259,CUST_4716,2025-02-06,Beauty_Cream,Beauty,39.94,20.94,7,279.56,146.56,133.0,54,North,2025,2,1,47.57,52.43
ORD_20230260,CUST_7793,2024-05-24,Electronics_Laptop,Electronics,354.23,186.17,6,2125.36,1117.04,1008.33,32,North,2024,5,2,47.44,52.56
ORD_20230261,CUST_5268,2025-06-19,Electronics_Smartphone,Electronics,714.65,464.73,5,3573.25,2323.65,1249.6,70,South,2025,6,2,34.97,65.03
ORD_20230262,CUST_8961,2024-11-02,Beauty_Perfume,Beauty,40.28,19.33,5,226.69,96.63,130.05,69,Online,2024,11,4,57.37,42.63
ORD_20230263,CUST_7164,2024-06-29,Home & Garden_Lamp,Home & Garden,740.23,379.56,4,2960.91,1518.25,1442.65,46,South,2024,6,2,48.72,51.28
ORD_20230264,CUST_7272,2024-07-07,Clothing_Hat,Clothing,43.97,18.93,8,351.73,151.47,200.26,26,North,2024,7,3,56.94,43.06
ORD_20230265,CUST_9906,2024-07-25,Sports_Tennis Racket,Sports,94.62,64.26,8,851.06,514.05,337.01,38,Online,2024,7,3,39.6,60.4
ORD_20230266,CUST_8083,2025-02-14,Books_Fiction,Books,35.47,20.72,7,248.27,145.03,103.23,41,North,2025,2,1,41.58,58.42
ORD_20230267,CUST_4456,2024-03-24,Books_Non-Fiction,Books,37.21,15.35,9,334.88,138.14,196.74,40,Central,2024,3,1,58.75,41.25
ORD_20230268,CUST_1365,2024-02-12,Beauty_Cream,Beauty,6.15,4.22,5,30.75,21.12,9.63,57,South,2024,2,1,31.32,68.68
ORD_20230269,CUST_9964,2024-03-11,Home & Garden_Sofa,Home & Garden,1416.36,899.6,3,4249.07,2698.81,1550.26,60,South,2024,3,1,36.48,63.52
ORD_20230270,CUST_4839,2023-12-16,Sports_Bike,Sports,34.58,18.24,1,39.62,18.24,21.38,48,Online,2023,12,4,53.96,46.04
ORD_20230271,CUST_9569,2023-11-25,Electronics_Laptop,Electronics,1367.97,551.47,4,6542.44,2205.86,4336.58,21,South,2023,11,4,66.28,33.72
ORD_20230272,CUST_1780,2025-02-05,Clothing_Dress,Clothing,163.77,79.89,8,1310.15,639.15,671.0,19,South,2025,2,1,51.22,48.78
ORD_20230273,CUST_8569,2023-06-09,Sports_Dumbbells,Sports,163.42,95.59,2,354.19,191.18,163.01,28,South,2023,6,2,46.02,53.98
ORD_20230274,CUST_1685,2024-05-02,Clothing_Socks,Clothing,99.09,57.86,6,594.56,347.15,247.41,69,South,2024,5,2,41.61,58.39
ORD_20230275,CUST_5875,2023-04-23,Home & Garden_Washing Machine,Home & Garden,464.56,299.54,7,3251.95,2096.81,1155.15,56,North,2023,4,2,35.52,64.48
ORD_20230276,CUST_7381,2025-07-31,Home & Garden_Lamp,Home & Garden,972.3,453.4,8,7778.42,3627.23,4151.2,63,Online,2025,7,3,53.37,46.63
ORD_20230277,CUST_8003,2024-10-08,Books_Non-Fiction,Books,36.25,16.43,6,217.48,98.57,118.91,39,Central,2024,10,4,54.68,45.32
ORD_20230278,CUST_5082,2025-02-08,Sports_Tennis Racket,Sports,210.31,89.92,2,420.62,179.84,240.78,48,Central,2025,2,1,57.24,42.76
ORD_20230279,CUST_9894,2023-03-29,Food_Beverages,Food,15.19,8.55,1,15.19,8.55,6.64,73,Central,2023,3,1,43.71,56.29
ORD_20230280,CUST_7279,2023-01-19,Books_Non-Fiction,Books,37.56,24.86,9,338.0,223.75,114.24,54,Central,2023,1,1,33.8,66.2
ORD_20230281,CUST_6343,2023-12-28,Home & Garden_Table,Home & Garden,1227.04,763.85,3,4696.98,2291.55,2405.43,18,Online,2023,12,4,51.21,48.79
ORD_20230282,CUST_6132,2024-04-17,Clothing_Dress,Clothing,153.62,99.02,2,307.25,198.03,109.21,58,Online,2024,4,2,35.54,64.45
ORD_20230283,CUST_2037,2024-05-14,Beauty_Perfume,Beauty,5.5,3.45,6,32.98,20.72,12.26,29,North,2024,5,2,37.17,62.83
ORD_20230284,CUST_2124,2025-11-09,Clothing_Jacket,Clothing,156.13,101.89,6,1053.81,611.33,442.48,73,Central,2025,11,4,41.99,58.01
ORD_20230285,CUST_3023,2025-11-09,Clothing_Dress,Clothing,179.52,103.74,5,1019.35,518.72,500.63,55,North,2025,11,4,49.11,50.89
ORD_20230286,CUST_3563,2023-07-21,Beauty_Nail Polish,Beauty,20.85,9.48,4,83.42,37.9,45.51,34,Central,2023,7,3,54.56,45.43
ORD_20230287,CUST_4959,2024-06-09,Electronics_Tablet,Electronics,223.22,128.13,7,1562.55,896.9,665.66,69,Online,2024,6,2,42.6,57.4
ORD_20230288,CUST_6997,2025-02-04,Books_Textbook,Books,37.06,23.77,3,111.18,71.32,39.86,66,Central,2025,2,1,35.85,64.15
ORD_20230289,CUST_1867,2023-07-30,Books_Fiction,Books,37.82,23.59,10,378.17,235.89,142.27,55,North,2023,7,3,37.62,62.38
ORD_20230290,CUST_1830,2023-01-19,Food_Cereals,Food,4.65,2.32,7,32.58,16.24,16.34,50,South,2023,1,1,50.15,49.85
ORD_20230291,CUST_2283,2025-02-01,Sports_Basketball,Sports,224.66,157.15,6,1347.98,942.92,405.06,62,North,2025,2,1,30.05,69.95
ORD_20230292,CUST_4471,2024-10-21,Books_Biography,Books,37.44,26.11,7,262.06,182.74,79.31,26,South,2024,10,4,30.26,69.73
ORD_20230293,CUST_3757,2025-04-16,Clothing_Dress,Clothing,80.21,32.72,1,80.21,32.72,47.5,47,South,2025,4,2,59.22,40.79
ORD_20230294,CUST_8999,2024-07-16,Home & Garden_Bed,Home & Garden,425.98,225.3,3,1277.94,675.9,602.04,22,North,2024,7,3,47.11,52.89
ORD_20230295,CUST_8462,2023-02-18,Home & Garden_Washing Machine,Home & Garden,714.37,389.25,6,4286.23,2335.52,1950.7,43,Online,2023,2,1,45.51,54.49
ORD_20230296,CUST_1685,2025-10-06,Beauty_Cream,Beauty,46.5,28.78,6,279.0,172.66,106.34,58,South,2025,10,4,38.11,61.89
ORD_20230297,CUST_5713,2023-07-07,Sports_Dumbbells,Sports,277.95,150.54,5,1518.05,752.71,765.34,47,Online,2023,7,3,50.42,49.58
ORD_20230298,CUST_3014,2025-06-21,Beauty_Cream,Beauty,31.18,19.84,10,311.83,198.37,113.46,33,Online,2025,6,2,36.39,63.61
ORD_20230299,CUST_9017,2023-07-24,Electronics_Camera,Electronics,224.2,122.47,8,1793.57,979.77,813.79,60,Online,2023,7,3,45.37,54.63
ORD_20230300,CUST_1671,2023-09-07,Food_Snacks,Food,4.51,2.52,1,4.51,2.52,1.98,44,Central,2023,9,3,43.9,55.88
ORD_20230301,CUST_5260,2025-08-01,Electronics_Printer,Electronics,847.55,549.52,8,6780.41,4396.15,2384.26,31,North,2025,8,3,35.16,64.84
ORD_20230302,CUST_2938,2023-11-10,Home & Garden_Washing Machine,Home & Garden,421.97,251.6,10,4902.18,2516.0,2386.18,54,Online,2023,11,4,48.68,51.32
ORD_20230303,CUST_7633,2025-05-02,Clothing_Shoes,Clothing,82.91,36.0,2,165.82,72.0,93.82,70,Online,2025,5,2,56.58,43.42
ORD_20230304,CUST_8097,2025-10-13,Electronics_Printer,Electronics,1399.13,788.46,8,11193.06,6307.65,4885.42,51,Online,2025,10,4,43.65,56.35
ORD_20230305,CUST_4648,2023-02-12,Food_Tea,Food,16.25,9.18,2,32.5,18.35,14.15,23,South,2023,2,1,43.54,56.46
ORD_20230306,CUST_1097,2025-04-21,Home & Garden_Washing Machine,Home & Garden,254.39,152.45,9,2289.52,1372.01,917.51,19,South,2025,4,2,40.07,59.93
ORD_20230307,CUST_5666,2024-03-10,Beauty_Hair Dryer,Beauty,56.82,23.79,8,454.53,190.3,264.23,55,Online,2024,3,1,58.13,41.87
ORD_20230308,CUST_6774,2024-09-02,Sports_Bike,Sports,88.71,39.87,4,354.83,159.46,195.36,63,Online,2024,9,3,55.06,44.94
ORD_20230309,CUST_4867,2024-01-11,Food_Coffee,Food,17.8,11.82,9,160.21,106.36,53.85,57,South,2024,1,1,33.61,66.39
ORD_20230310,CUST_2577,2025-11-15,Electronics_Laptop,Electronics,223.89,120.72,8,2148.55,965.73,1182.82,61,North,2025,11,4,55.05,44.95
ORD_20230311,CUST_7852,2025-02-12,Beauty_Hair Dryer,Beauty,67.39,43.58,2,134.79,87.16,47.63,60,Central,2025,2,1,35.34,64.66
ORD_20230312,CUST_9676,2023-11-03,Clothing_Jacket,Clothing,56.68,31.57,8,556.31,252.56,303.76,45,North,2023,11,4,54.6,45.4
ORD_20230313,CUST_7971,2024-07-20,Clothing_Jeans,Clothing,91.27,61.57,8,730.2,492.54,237.66,35,South,2024,7,3,32.55,67.45
ORD_20230314,CUST_1282,2024-04-12,Electronics_Camera,Electronics,1607.2,795.61,3,4821.59,2386.82,2434.77,62,Central,2024,4,2,50.5,49.5
ORD_20230315,CUST_1687,2023-02-09,Beauty_Nail Polish,Beauty,18.37,8.46,8,146.94,67.68,79.26,54,Online,2023,2,1,53.94,46.06
ORD_20230316,CUST_8183,2024-09-04,Electronics_Headphones,Electronics,1617.33,1116.48,3,4851.98,3349.45,1502.53,49,North,2024,9,3,30.97,69.03
ORD_20230317,CUST_2125,2024-07-28,Food_Cereals,Food,19.71,11.84,2,47.19,23.67,23.52,21,Online,2024,7,3,49.84,50.16
ORD_20230318,CUST_8833,2023-09-04,Books_Biography,Books,37.47,16.04,4,149.9,64.14,85.76,42,Online,2023,9,3,57.21,42.79
ORD_20230319,CUST_1645,2025-10-18,Electronics_Smart Watch,Electronics,1949.57,976.84,9,17546.12,8791.52,8754.6,69,South,2025,10,4,49.89,50.11
ORD_20230320,CUST_1587,2023-07-30,Food_Beverages,Food,19.79,13.26,9,195.92,119.37,76.55,38,Online,2023,7,3,39.07,60.93
ORD_20230321,CUST_2715,2025-09-12,Home & Garden_Washing Machine,Home & Garden,213.77,91.1,1,213.77,91.1,122.67,38,Central,2025,9,3,57.38,42.62
ORD_20230322,CUST_7416,2024-06-29,Food_Tea,Food,15.31,7.0,9,162.11,63.04,99.08,40,Online,2024,6,2,61.12,38.89
ORD_20230323,CUST_1155,2025-05-11,Home & Garden_Sofa,Home & Garden,418.26,171.21,2,836.53,342.42,494.11,19,Central,2025,5,2,59.07,40.93
ORD_20230324,CUST_9831,2025-12-06,Beauty_Hair Dryer,Beauty,20.88,12.46,1,25.65,12.46,13.19,25,Central,2025,12,4,51.42,48.58
ORD_20230325,CUST_1948,2024-05-30,Books_Magazine,Books,18.62,9.46,5,93.11,47.31,45.8,52,North,2024,5,2,49.19,50.81
ORD_20230326,CUST_5741,2024-04-04,Home & Garden_Chair,Home & Garden,1160.79,738.89,2,2321.59,1477.77,843.82,68,North,2024,4,2,36.35,63.65
ORD_20230327,CUST_5596,2023-08-07,Books_Non-Fiction,Books,16.76,8.67,6,100.58,51.99,48.59,31,Online,2023,8,3,48.31,51.69
ORD_20230328,CUST_1423,2025-04-19,Beauty_Cream,Beauty,44.21,28.33,4,176.85,113.31,63.54,66,North,2025,4,2,35.93,64.07
ORD_20230329,CUST_3946,2025-05-05,Clothing_Socks,Clothing,185.25,89.66,9,1667.28,806.98,860.3,36,South,2025,5,2,51.6,48.4
ORD_20230330,CUST_2531,2023-10-11,Home & Garden_Refrigerator,Home & Garden,1473.61,864.13,9,13262.47,7777.16,5485.31,72,North,2023,10,4,41.36,58.64
ORD_20230331,CUST_1285,2025-02-25,Clothing_Socks,Clothing,59.32,25.87,4,237.28,103.47,133.81,57,North,2025,2,1,56.39,43.61
ORD_20230332,CUST_1040,2023-09-22,Sports_Swimming Goggles,Sports,148.6,72.87,5,742.99,364.35,378.65,52,North,2023,9,3,50.96,49.04
ORD_20230333,CUST_4198,2023-03-09,Sports_Basketball,Sports,257.9,154.83,6,1547.37,928.95,618.42,58,Online,2023,3,1,39.97,60.03
ORD_20230334,CUST_2492,2024-11-25,Home & Garden_Table,Home & Garden,397.29,253.62,3,1435.36,760.86,674.5,28,Online,2024,11,4,46.99,53.01
ORD_20230335,CUST_8468,2025-10-09,Clothing_Jeans,Clothing,183.73,110.38,1,183.73,110.38,73.35,51,Online,2025,10,4,39.92,60.08
ORD_20230336,CUST_7748,2023-12-09,Food_Coffee,Food,7.71,4.09,9,78.65,36.78,41.87,36,South,2023,12,4,53.24,46.76
ORD_20230337,CUST_1771,2024-06-16,Beauty_Nail Polish,Beauty,61.21,37.39,4,244.84,149.55,95.3,72,Central,2024,6,2,38.92,61.08
ORD_20230338,CUST_5005,2023-03-17,Food_Cereals,Food,19.47,9.32,8,155.79,74.59,81.2,51,Central,2023,3,1,52.12,47.88
ORD_20230339,CUST_8815,2023-08-02,Books_Magazine,Books,10.12,4.17,6,60.7,25.0,35.7,43,Central,2023,8,3,58.81,41.19
ORD_20230340,CUST_6410,2023-12-28,Electronics_Smartphone,Electronics,955.88,517.99,3,3411.05,1553.96,1857.1,57,South,2023,12,4,54.44,45.56
ORD_20230341,CUST_5987,2024-10-14,Beauty_Nail Polish,Beauty,86.14,35.74,8,689.14,285.89,403.25,60,Online,2024,10,4,58.51,41.49
ORD_20230342,CUST_7376,2025-05-14,Books_Comic,Books,28.51,15.16,10,285.14,151.57,133.57,60,South,2025,5,2,46.84,53.16
ORD_20230343,CUST_6670,2025-03-27,Food_Tea,Food,16.73,9.36,7,117.09,65.51,51.58,72,North,2025,3,1,44.05,55.95
ORD_20230344,CUST_9210,2024-02-01,Clothing_Jacket,Clothing,28.07,15.02,1,28.07,15.02,13.05,57,Online,2024,2,1,46.49,53.51
ORD_20230345,CUST_7246,2024-08-06,Clothing_T-Shirt,Clothing,140.77,67.21,1,140.77,67.21,73.56,62,South,2024,8,3,52.26,47.74
ORD_20230346,CUST_7574,2025-09-14,Electronics_Smart Watch,Electronics,102.97,60.85,7,720.82,425.94,294.87,47,North,2025,9,3,40.91,59.09
ORD_20230347,CUST_2774,2024-12-27,Home & Garden_Refrigerator,Home & Garden,1045.56,454.13,1,1237.72,454.13,783.58,53,South,2024,12,4,63.31,36.69
ORD_20230348,CUST_2842,2023-11-28,Home & Garden_Sofa,Home & Garden,1137.28,595.71,9,12474.4,5361.41,7112.99,27,South,2023,11,4,57.02,42.98
