date,disaster_type,event_name,event_confidence,location,location_confidence,severity_level,start_time,start_time_confidence,peak_time,peak_time_confidence,end_time,end_time_confidence,title,source,category,wind_speed,rainfall,casualties,damages,extraction_quality,qa_flags,url,scrape_time
2016-10-09,Ngập úng,,0.0,,0.0,Không xác định,,,,,,,Khẩn trương lên kế hoạch chống ngập úng,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.0,LOW_QUALITY;MISSING_LOCATION;,https://www.sggp.org.vn/mua-lon-keo-dai-nhieu-duong-o-can-tho-ngap-sau-hang-loat-xe-chet-may-post797070.html,2025-12-06T13:48:05.939414
2016-10-10,Ngập úng,Mưa lớn kéo dài Bình Thuận,0.65,"Bình Thuận, Lâm Đồng",1.0,Không xác định,,,,,,,TPHCM nguy cơ tiếp tục ngập úng trong vài ngày tới,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://www.sggp.org.vn/quoc-lo-55-lai-ngap-nang-sau-mua-lon-post818907.html,2025-12-06T13:47:49.178071
2016-10-15,Ô nhiễm môi trường nghiêm trọng,Mưa lớn kéo dài Đà Nẵng,0.65,"Đà Nẵng, Hà Tĩnh, Quảng Trị, Quảng Ngãi, Khánh Hòa",0.9936363636363637,Không xác định,,,,,,,Lập hội đồng thẩm định dự án gây ô nhiễm môi trường nghiêm trọng,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,0.5478787878787879,,https://www.sggp.org.vn/mien-trung-tiep-tuc-mua-lon-den-it-nhat-ngay-30-10-post820333.html,2025-12-06T14:40:26.919576
2016-10-16,Ngập úng,Mưa lớn kéo dài Hồ Chí Minh,0.65,"Hồ Chí Minh, Quảng Trị, TP.HCM",0.96,Không xác định,,,,,,,"Quốc lộ ngập úng, dân phá dải phân cách khơi thông",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.5366666666666666,,https://www.sggp.org.vn/nhieu-noi-tai-mien-trung-sat-lo-va-ngap-lut-post823855.html,2025-12-06T13:48:36.241719
2016-10-18,Tràn dầu,Mưa lớn kéo dài Bình Thuận,0.65,"Bình Thuận, Lâm Đồng",1.0,Không xác định,,,,,,,Hàng trăm người tham gia diễn tập ứng phó sự cố tràn dầu,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,0.5499999999999999,,https://www.sggp.org.vn/lam-dong-mua-lu-gay-ngap-hang-tram-nha-dan-quoc-lo-1a-ach-tac-post826818.html,2025-12-06T14:45:26.757879
2016-10-26,Ngập úng,Mưa lớn kéo dài Thanh Hóa,0.65,Thanh Hóa,1.0,Không xác định,,,,,,,"Chiều nay Sài Gòn mưa lớn, đề phòng ngập úng",VietnamNet,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://www.sggp.org.vn/thanh-hoa-mua-lon-gay-sat-lo-de-ngap-lut-nhieu-noi-post804886.html,2025-12-06T13:47:46.053277
2016-11-06,"Bão, áp thấp nhiệt đới",Mưa lớn kéo dài Khánh Hòa,0.65,"Khánh Hòa, sông Cái",1.0,Không xác định,,,,,,,"Bão, áp thấp nhiệt đới năm nay kéo dài tới tháng 1 và 2-2017",Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://www.sggp.org.vn/khanh-hoa-khu-cong-nghiep-ngap-nang-cau-bi-cuon-troi-post823860.html,2025-12-06T13:30:28.563045
2016-11-17,Tràn dầu,Mưa lớn kéo dài Tuyên Quang,0.65,"Tuyên Quang, Lào Cai, Thái Nguyên, sông Cầu",1.0,Không xác định,,,,,,,Vụ nổ bốt điện làm 5 người bỏng: Do máy biến áp tràn dầu?,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,0.5499999999999999,,https://www.sggp.org.vn/thai-nguyen-nuoc-ngap-lung-nha-do-mua-lon-keo-dai-post800373.html,2025-12-06T14:45:02.656737
2016-11-30,Ngập úng,Mưa lớn kéo dài Đà Nẵng,0.65,Đà Nẵng,1.0,Không xác định,,,,,,,"Lũ xuất hiện trên các sông, nhiều nơi bị ngập úng, sạt lở",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://www.sggp.org.vn/mua-lon-keo-dai-nhieu-tuyen-duong-o-tp-da-nang-bi-ngap-post802606.html,2025-12-06T13:48:08.264793
2016-12-12,Núi lửa phun,Mưa lớn kéo dài Hà Tĩnh,0.65,Hà Tĩnh,1.0,Không xác định,,,,,,,"Núi lửa phun trào 4 lần trong đêm, dân Mexico sơ tán khẩn",VnExpress,Thiên tai địa chất,,,,,0.5499999999999999,,https://www.sggp.org.vn/sat-lo-nui-hang-ngan-khoi-dat-da-tran-xuong-quoc-lo-12c-o-vung-ang-post821600.html,2025-12-06T14:13:55.941284
2016-12-19,Núi lửa phun,Mưa lớn kéo dài Lâm Đồng,0.65,Lâm Đồng,1.0,Không xác định,,,,,,,"Giỡn mặt tử thần, tiếp cận miệng núi lửa phun trào để chụp ảnh tự sướng",VietnamNet,Thiên tai địa chất,,,,,0.5499999999999999,,https://www.sggp.org.vn/lam-dong-quoc-lo-1a-qua-xa-luong-son-ngap-sau-giao-thong-ach-tac-post820311.html,2025-12-06T14:14:47.384286
2017-01-10,"Lốc xoáy, vòi rồng",Mưa lớn kéo dài Đà Nẵng,0.65,Đà Nẵng,1.0,Không xác định,,,,,,,Số lượng các trận lốc xoáy quy mô lớn đang ngày càng tăng,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://www.sggp.org.vn/huy-dong-300-xuong-chu-dong-ung-pho-bao-so-12-va-mua-lon-keo-dai-tai-da-nang-post819066.html,2025-12-06T13:35:13.716625
2017-02-02,Tràn dầu,Mưa lớn kéo dài Đà Nẵng,0.65,"Đà Nẵng, Hồ Chí Minh, Thừa Thiên Huế, Miền Trung, TP.HCM",0.9380000000000001,Không xác định,,,,,,,"Chiến hạm 1 tỷ USD của Mỹ mắc cạn ngoài khơi Nhật Bản, gây tràn dầu",VietnamNet,Thiên tai môi trường – con người gây ra,,,,,0.5293333333333333,,https://www.sggp.org.vn/podcast-ban-tin-trua-27-10-mua-lon-don-dap-lu-tren-cac-song-mien-trung-tiep-tuc-len-cao-post820181.html,2025-12-06T14:44:29.501044
2017-03-01,Ô nhiễm môi trường nghiêm trọng,Mưa lớn kéo dài Hà Tĩnh,0.65,Hà Tĩnh,1.0,Không xác định,,,,,,,Vụ heo chết vứt đầy đường: Khó phát hiện người vi phạm (?),Dân Trí,Thiên tai môi trường – con người gây ra,,,,,0.5499999999999999,,https://www.sggp.org.vn/ha-tinh-so-tan-nguoi-dan-o-vung-ngap-lut-den-noi-an-toan-post820998.html,2025-12-06T14:40:35.350407
2017-03-08,Ô nhiễm môi trường nghiêm trọng,Mưa lớn kéo dài Đà Nẵng,0.65,"Đà Nẵng, Hà Tĩnh, Quảng Trị, Quảng Ngãi, Khánh Hòa",0.99125,Không xác định,,,,,,,Dân nôn ói vì mùi hôi thối từ trại heo xả thải ra sông gây ô nhiễm!,Dân Trí,Thiên tai môi trường – con người gây ra,,60 mm,,,0.6304166666666666,,https://www.sggp.org.vn/tu-hom-nay-15-11-mua-lon-keo-dai-tai-trung-bo-post823563.html,2025-12-06T14:40:14.293488
2017-03-30,Tràn dầu,Mưa lớn kéo dài Nghệ An,0.65,"Nghệ An, sông Lam",1.0,Không xác định,,,,,,,"Trạm biến áp tràn dầu, một phụ nữ đi đường bị bỏng",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,0.5499999999999999,,https://www.sggp.org.vn/nghe-an-mua-lon-keo-dai-gay-sat-lo-nut-nui-post811101.html,2025-12-06T14:44:42.586383
2017-04-07,Hạn hán,Mưa lớn kéo dài Hà Nội,0.65,"Hà Nội, Đà Nẵng, Thừa Thiên Huế",0.9766666666666667,Không xác định,,,,,,,Hạn hán 'bức tử' hàng nghìn nông dân Ấn Độ,VietnamNet,Thiên tai khí tượng – thủy văn,,,,,0.5422222222222223,,https://www.sggp.org.vn/mua-lon-keo-dai-cao-toc-la-son-tuy-loan-xuat-hien-vet-nut-post820147.html,2025-12-06T13:51:56.863005
2017-04-09,Hạn hán,Mưa lớn kéo dài Miền Trung,0.65,"Miền Trung, Miền Bắc",0.88,Không xác định,,,,,,,Hạn hán 'bức tử' hàng nghìn nông dân Ấn Độ,VietnamNet,Thiên tai khí tượng – thủy văn,,,30 người chết,,0.5933333333333334,,https://www.sggp.org.vn/trung-quoc-mua-lon-keo-dai-hon-53000-nguoi-so-tan-post800456.html,2025-12-06T13:51:58.841295
2017-04-11,Hạn hán,Mưa lớn kéo dài Hồ Chí Minh,0.65,"Hồ Chí Minh, Đà Nẵng, Thừa Thiên Huế, sông Hương, TP.HCM",0.976,Không xác định,,,,,,,'Anh hùng' thời hạn hán của động vật hoang dã Kenya,VietnamNet,Thiên tai khí tượng – thủy văn,,,,,0.5419999999999999,,https://www.sggp.org.vn/thua-thien-hue-mua-lon-keo-dai-o-thuong-nguon-cac-ho-chua-khong-con-kha-nang-cat-lu-post770134.html,2025-12-06T13:51:42.176573
2017-05-12,"Sạt lở đất, trượt đất, sụt lún",Mưa lớn kéo dài Thừa Thiên Huế,0.65,"Thừa Thiên Huế, Hồ Chí Minh, TP.HCM",0.96,Không xác định,,,,,,,Đà Lạt “sống chung” với… sạt lở,Sài Gòn Giải Phóng,Thiên tai địa chất,,,,,0.5366666666666666,,https://www.sggp.org.vn/podcast-ban-tin-toi-26-11-thua-thien-hue-mua-lon-keo-dai-o-thuong-nguon-cac-ho-chua-khong-con-kha-nang-cat-lu-post770148.html,2025-12-06T14:17:43.756287
2017-05-13,Tràn dầu,Mưa lớn kéo dài Hà Nội,0.65,"Hà Nội, Đà Nẵng, Hà Giang, Tuyên Quang, Lào Cai",0.995,Không xác định,,,,,,,"Việt Nam, Hoa Kỳ cùng diễn tập ứng phó sự cố tràn dầu trên sông Hàn",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,0.5483333333333333,,https://www.sggp.org.vn/mua-lon-keo-dai-tai-bac-bo-canh-bao-nguy-co-ngap-ung-va-lu-quet-post801628.html,2025-12-06T14:45:38.791155
2017-06-10,Ô nhiễm môi trường nghiêm trọng,Mưa lớn kéo dài Đà Nẵng,0.65,"Đà Nẵng, Quảng Ngãi, Khánh Hòa, Gia Lai, Đắk Lắk",1.0,Không xác định,,,,,,,"Lò đốt rác tiền tỷ bỏ hoang, người dân khốn đốn vì ô nhiễm",Dân Trí,Thiên tai môi trường – con người gây ra,,50 mm,,,0.6333333333333333,,https://www.sggp.org.vn/mua-lon-keo-dai-lu-du-tiep-tuc-len-cao-tai-khanh-hoa-dak-lak-post824426.html,2025-12-06T14:40:20.305206
2017-07-11,Ngập úng,Mưa lớn kéo dài Đà Nẵng,0.65,Đà Nẵng,1.0,Không xác định,,,,,,,"Bắc Bộ mưa to về đêm và sáng, Hà Nội khả năng ngập úng",VnExpress,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://www.sggp.org.vn/nhieu-khu-vuc-mien-nui-da-nang-ngap-cuc-bo-do-mua-lon-post818733.html,2025-12-06T13:47:14.708915
2017-07-11,Xâm nhập mặn,Mưa lớn kéo dài Hồ Chí Minh,0.65,"Hồ Chí Minh, TP.HCM",0.94,Không xác định,,,,,,,"Thủ tướng đề nghị Hà Lan giúp chống sạt lở, xâm nhập mặn",VnExpress,Thiên tai khí tượng – thủy văn,,,,,0.5299999999999999,,https://www.sggp.org.vn/podcast-ban-tin-trua-29-6-mua-lon-keo-dai-tai-bac-bo-canh-bao-nguy-co-ngap-ung-va-lu-quet-post801655.html,2025-12-06T13:54:36.984417
2017-07-14,Ngập úng,Mưa lớn kéo dài Hòa Bình,0.65,"Hòa Bình, sông Hương, Thừa Thiên Huế, Miền Trung",0.9525,Không xác định,,,,,,,"Áp thấp nhiệt đới hướng Bắc Bộ, Hà Nội khả năng ngập úng",VnExpress,Thiên tai khí tượng – thủy văn,,,14 người chết,,0.6175,,https://vnexpress.net/doan-tuong-thanh-hue-do-sup-do-mua-lu-4959785.html,2025-12-06T13:46:35.260979
2017-07-22,Hạn hán,Mưa lớn kéo dài Hồ Chí Minh,0.65,"Hồ Chí Minh, Củ Chi, TP.HCM",0.9199999999999999,Không xác định,,,,,,,Triều Tiên thiếu lương thực trầm trọng do hạn hán kỷ lục,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.5233333333333333,,https://vnexpress.net/nhieu-duong-o-sai-gon-ngap-sau-mua-lon-keo-dai-4283580.html,2025-12-06T13:52:54.986127
2017-08-08,"Lốc xoáy, vòi rồng",Mưa lớn kéo dài Bình Thuận,0.65,"Bình Thuận, Lâm Đồng, Cần Thơ",1.0,Không xác định,,,,,,,Trung tâm Khí tượng Thủy văn giải đáp về đám mây kỳ lạ ở Thanh Hóa,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://vnexpress.net/nuoc-lu-lam-ngap-duong-dan-sinh-ven-cao-toc-vinh-hao-phan-thiet-4936019.html,2025-12-06T13:35:18.495243
2017-08-08,"Lốc xoáy, vòi rồng",Mưa lớn kéo dài Khánh Hòa,0.65,"Khánh Hòa, Miền Trung",0.94,Không xác định,,,,,,,Sự quái lạ của đám mây đen tựa UFO xuất hiện ở Sầm Sơn,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.5299999999999999,,https://vnexpress.net/sat-lo-nui-vui-lap-3-nguoi-trong-lan-trai-o-khanh-hoa-4964664.html,2025-12-06T13:35:08.831165
2017-08-18,Mưa lớn kéo dài,Mưa lớn kéo dài Hải Phòng,0.65,"Hải Phòng, Quảng Ninh, Nam Định, Ninh Bình, Nghệ An",0.9900000000000001,Nhẹ,,,,,,,"Lào Cai mưa lớn kéo dài, cô lập nhiều nơi",VietnamNet,Thiên tai khí tượng – thủy văn,cấp 6,,,,0.63,,https://vnexpress.net/bao-haima-gay-mua-lon-keo-dai-toi-dau-tuan-sau-2198293.html,2025-12-06T13:39:06.286705
2017-08-23,Ngập úng,Mưa lớn kéo dài Đà Nẵng,0.65,"Đà Nẵng, Quảng Nam",1.0,Không xác định,,,,,,,"Miền Bắc sắp mưa lớn, Hà Nội khả năng ngập úng",VnExpress,Thiên tai khí tượng – thủy văn,,,"11 người chết, 4 người mất tích",,0.6333333333333333,,https://vnexpress.net/tru-so-xa-nut-toac-nghieng-nga-sau-mua-lon-keo-dai-4958514.html,2025-12-06T13:46:44.747982
2017-08-25,Ngập úng,Mưa lớn kéo dài Hà Nội,0.65,"Hà Nội, Miền Bắc",0.94,Không xác định,,,,,,,Ngập úng nghiêm trọng tại thành phố Hà Giang,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.5299999999999999,,https://vnexpress.net/mua-lon-keo-dai-nhieu-gio-o-ha-noi-2104641.html,2025-12-06T13:48:10.611711
2017-09-02,"Lốc xoáy, vòi rồng",Mưa lớn kéo dài Đà Nẵng,0.65,Đà Nẵng,1.0,Không xác định,,,,,,,Đoạn phim quay lại cảnh đáng sợ khi máy bay lách qua lốc xoáy để hạ cánh,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://vnexpress.net/sat-lo-duong-len-ban-dao-son-tra-4960123.html,2025-12-06T13:35:15.937162
2017-09-07,"Sự cố hóa chất, phóng xạ",Mưa lớn kéo dài Đà Nẵng,0.65,"Đà Nẵng, Thừa Thiên Huế, Miền Trung",0.9366666666666666,Không xác định,,,,,,,"Nâng cao ý thức, cháy nổ sẽ giảm",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,,,0.5288888888888889,,https://vnexpress.net/mua-lon-keo-dai-da-nang-ngap-sau-1m-2911300.html,2025-12-06T14:47:37.106785
2017-09-08,"Sạt lở đất, trượt đất, sụt lún",Mưa lớn kéo dài Hồ Chí Minh,0.65,"Hồ Chí Minh, TP.HCM",0.94,Không xác định,,,,,,,TPHCM chống lún - Bài 1: Mặt đất biến dạng,Sài Gòn Giải Phóng,Thiên tai địa chất,,20 mm,,,0.6133333333333333,,https://vnexpress.net/dot-mua-lon-keo-dai-mot-tuan-o-tp-hcm-4792257.html,2025-12-06T14:17:39.212781
2017-09-16,"Lũ, lũ quét",Mưa lớn kéo dài Đà Nẵng,0.65,"Đà Nẵng, Hà Tĩnh, Quảng Trị, Thừa Thiên Huế, Quảng Ngãi",0.9914285714285714,Trung bình,,,,,,,"Sau bão, lũ quét và sạt lở đất đe dọa nhiều nơi",Dân Trí,Thiên tai khí tượng – thủy văn,cấp 8,325 mm,,,0.7138095238095238,,https://vnexpress.net/mua-lon-keo-dai-o-mien-trung-4172299.html,2025-12-06T13:42:29.426203
2017-09-17,Ngập úng,Mưa lớn kéo dài Hồ Chí Minh,0.65,"Hồ Chí Minh, TP.HCM",0.94,Không xác định,,,,,,,"Dự báo thời tiết 17/9: Nguy cơ ngập úng, sạt lở khắp nơi",VietnamNet,Thiên tai khí tượng – thủy văn,,,,,0.5299999999999999,,https://vnexpress.net/tai-sao-lai-co-nhung-con-mua-lon-keo-dai-3475116.html,2025-12-06T13:47:55.089277
2017-09-29,Núi lửa phun,Mưa lớn kéo dài Bình Thuận,0.65,"Bình Thuận, Lâm Đồng",1.0,Không xác định,,,,,,,Người Bali đổ lỗi du khách sex trên Agung khiến núi lửa phun trào,VnExpress,Thiên tai địa chất,,,,,0.5499999999999999,,https://vnexpress.net/mua-lon-gay-sat-lo-nhieu-deo-o-lam-dong-4989495.html,2025-12-06T14:14:10.929387
2017-10-12,Ngập úng,Mưa lớn kéo dài Hà Nội,0.65,"Hà Nội, Tuyên Quang, Ngọc Linh",1.0,Không xác định,,,,,,,Hàng nghìn ha lúa mùa sắp thu hoạch bị ngập úng sau nhiều ngày mưa lớn,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://vnexpress.net/giao-thong-ha-noi-hon-loan-gio-tan-tam-vi-mua-lon-4945604-tong-thuat.html,2025-12-06T13:47:56.138305
2017-10-16,"Lũ, lũ quét",Mưa lớn kéo dài Phú Yên,0.65,"Phú Yên, sông Ba",1.0,Không xác định,,,,,,,"""Phá sơn lâm""- lời nguyền của rừng xanh đã thành sự thật",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://vnexpress.net/thuy-dien-song-ba-ha-xa-16-100-m3-s-lon-nhat-tu-truoc-den-nay-4966017.html,2025-12-06T13:43:03.438724
2017-10-27,"Sạt lở đất, trượt đất, sụt lún",Mưa lớn kéo dài Lào Cai,0.65,"Lào Cai, Sơn La, Quảng Ngãi, Lâm Đồng, Biển Đông",0.98,Không xác định,,,,,,,Cần hơn 21 tỷ đồng khắc phục sự cố sạt lở Quốc lộ 28B,Sài Gòn Giải Phóng,Thiên tai địa chất,,,,,0.5433333333333333,,https://vnexpress.net/lu-ong-lam-chet-45-tan-ca-tam-o-mang-den-4952342.html,2025-12-06T14:17:58.139578
2017-10-31,"Lốc xoáy, vòi rồng",Mưa lớn kéo dài Đà Nẵng,0.65,"Đà Nẵng, Khánh Hòa, Ninh Thuận, Bình Thuận, Lâm Đồng",0.9728571428571428,Không xác định,,,,,,,"Áp thấp nhiệt đới gây gió giật cấp 9, nguy cơ lốc xoáy, vòi rồng",Tuổi Trẻ,Thiên tai khí tượng – thủy văn,,,,,0.540952380952381,,https://vnexpress.net/hai-duong-deo-ket-noi-da-lat-da-thong-tuyen-4956865.html,2025-12-06T13:35:54.603144
2017-10-31,"Lốc xoáy, vòi rồng",Mưa lớn kéo dài Đà Nẵng,0.65,"Đà Nẵng, Quảng Ninh, Hà Tĩnh, Quảng Trị, Quảng Ngãi",0.9810000000000001,Nhẹ,,,,,,,Khả năng xuất hiện vòi rồng trên biển do áp thấp nhiệt đới,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 4,,"241 người chết, 389 người bị thương",,0.7103333333333334,,https://vnexpress.net/bao-fengshen-se-gay-lu-vuot-bao-dong-o-mien-trung-4953286.html,2025-12-06T13:35:11.302712
2017-11-03,Ô nhiễm môi trường nghiêm trọng,Mưa lớn kéo dài Hà Nội,0.65,"Hà Nội, Đà Nẵng, Quảng Nam, Quảng Ngãi, Ngọc Linh",1.0,Không xác định,,,,,,,"Xử phạt, đình chỉ hoạt động hai công ty cao su xả thải ra môi trường",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,0.5499999999999999,,https://vnexpress.net/vi-sao-dat-lo-nhu-thac-nuoc-giua-troi-tanh-rao-4965288.html,2025-12-06T14:40:28.070078
2017-11-03,Hạn hán,Mưa lớn kéo dài Hà Nội,0.65,Hà Nội,1.0,Không xác định,,,,,,,"Kinh hãi cá sấu phơi xác, chết la liệt vì hạn hán",VietnamNet,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://vietnamnet.vn/rau-dat-gap-doi-do-mua-lon-keo-dai-133447.html,2025-12-06T13:51:34.897936
2017-11-05,Xâm nhập mặn,Mưa lớn kéo dài Hà Nội,0.65,"Hà Nội, Đà Nẵng, Hà Giang, Tuyên Quang, Lào Cai",1.0,Không xác định,,,,,,,"Rừng bần chua, “bức tường” ngăn mặn, chắn sóng vững chắc vùng cửa sông",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://vietnamnet.vn/bac-bo-chuyen-mat-trung-bo-mua-lon-keo-dai-678832.html,2025-12-06T13:55:55.432197
2017-11-17,Ngập úng,Mưa lớn kéo dài 17/10/2025,0.7,"Hà Nội, Cần Thơ, Hồ Chí Minh, TP.HCM",0.9525,Không xác định,,,,,,,Nhiều hộ dân trồng hoa màu ở Cà Mau mất trắng vì ngập úng,VnExpress,Thiên tai khí tượng – thủy văn,,,,,0.5508333333333333,,https://vietnamnet.vn/dak-lak-mua-lon-keo-dai-khien-hang-tram-hecta-ho-tieu-nga-do-V65565.html,2025-12-06T13:46:36.800154
2017-11-18,Ô nhiễm môi trường nghiêm trọng,,0.0,,0.0,Không xác định,,,,,,,Nhà máy ngàn tỷ “tra tấn” người dân bởi ô nhiễm!,Dân Trí,Thiên tai môi trường – con người gây ra,,,21 người chết,,0.25,LOW_QUALITY;MISSING_LOCATION;,https://vietnamnet.vn/mua-lon-keo-dai-co-do-thai-lan-chim-trong-bien-nuoc-780852.html,2025-12-06T14:40:57.620349
2017-11-22,Mưa lớn kéo dài,Mưa lớn kéo dài 17/10/2025,0.7,"Hà Nội, Cần Thơ, Hồ Chí Minh, TP.HCM",0.9525,Không xác định,,,,,,,"Mưa lớn kéo dài, nhiều tuyến đường Huế biến thành sông",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.5508333333333333,,https://vietnamnet.vn/mua-lon-keo-dai-o-trung-quoc-lu-bun-cuon-phang-o-to-nhu-do-choi-tre-em-V80883.html,2025-12-06T13:40:06.837431
2017-11-28,Núi lửa phun,Mưa lớn kéo dài Đà Nẵng,0.65,"Đà Nẵng, Quảng Ninh, Thanh Hóa, Bình Thuận, Tây Nguyên",0.9728571428571428,Không xác định,,,,,,,"Núi lửa phun khói bụi mù mịt, Indonesia sơ tán 100.000 dân",Dân Trí,Thiên tai địa chất,,,,,0.540952380952381,,https://vietnamnet.vn/mua-lon-keo-dai-den-cuoi-thang-252605.html,2025-12-06T14:15:22.328112
2017-11-28,Núi lửa phun,Mưa lớn kéo dài Hà Nội,0.65,"Hà Nội, Đà Nẵng, Thanh Hóa",0.9766666666666667,Không xác định,,,,,,,Du khách hỗn loạn khi sân bay đóng cửa vì núi lửa phun trào,Dân Trí,Thiên tai địa chất,,,,,0.5422222222222223,,https://vietnamnet.vn/anh-huong-mua-lon-keo-dai-rau-muong-o-ha-noi-cham-20-000-dong-bo-2024191.html,2025-12-06T14:15:07.136192
2017-11-28,Mưa lớn kéo dài,Mưa lớn kéo dài Tuyên Quang,0.65,"Tuyên Quang, Lào Cai, Điện Biên, Sơn La, Hòa Bình",0.98,Không xác định,,,,,,,Đắk Lắk: Mưa lớn kéo dài khiến hàng trăm hecta hồ tiêu ngã đổ,VietnamNet,Thiên tai khí tượng – thủy văn,,,,,0.5433333333333333,,https://vietnamnet.vn/lao-cai-mua-lon-keo-dai-co-lap-nhieu-noi-393421.html,2025-12-06T13:39:00.016718
2017-11-29,Núi lửa phun,Mưa lớn kéo dài Hải Phòng,0.65,"Hải Phòng, Hồ Chí Minh, TP.HCM",0.9366666666666666,Không xác định,,,,,,,Cuộc sống của những người mắc kẹt tại Bali khi núi lửa phun trào,VnExpress,Thiên tai địa chất,,,,,0.5288888888888889,,https://vietnamnet.vn/mua-lon-keo-dai-duong-pho-hai-phong-ngap-lut-tram-trong-769250.html,2025-12-06T14:13:26.787605
2017-12-01,Núi lửa phun,Mưa lớn kéo dài Miền Bắc,0.65,Miền Bắc,0.88,Không xác định,,,,,,,Bali phấp phỏng chờ đợt núi lửa phun trào mới,VnExpress,Thiên tai địa chất,,,,,0.51,,https://dantri.com.vn/the-gioi/duong-pho-anh-bien-thanh-song-do-mua-lon-keo-dai-20151228105732908.htm,2025-12-06T14:15:03.222015
2017-12-01,Núi lửa phun,Mưa lớn kéo dài Hà Nội,0.65,"Hà Nội, Quảng Ninh, Ninh Bình, Thanh Hóa",1.0,Không xác định,,,,,,,Những vệt sáng lóe lên trên miệng núi lửa phun trào ở Bali,VnExpress,Thiên tai địa chất,,,,,0.5499999999999999,,https://dantri.com.vn/thoi-su/chieu-nay-ha-noi-co-mua-lon-keo-dai-20160819115258279.htm,2025-12-06T14:13:49.497324
2017-12-09,Ô nhiễm môi trường nghiêm trọng,Mưa lớn kéo dài Hà Nội,0.65,"Hà Nội, Đà Nẵng, Thanh Hóa, Thừa Thiên Huế, Bình Thuận",0.9828571428571429,Không xác định,,,,,,,Quảng Bình: Khốn khổ vì bãi rác tự phát gây ô nhiễm,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,0.5442857142857144,,https://dantri.com.vn/thoi-su/mien-bac-mua-lon-keo-dai-nhieu-noi-20240712191246323.htm,2025-12-06T14:41:00.505983
2017-12-15,"Sương muối, rét đậm – rét hại",Mưa lớn kéo dài Bình Dương,0.65,Bình Dương,1.0,Không xác định,,,,,,,"Bắc bộ và Bắc Trung bộ rét đậm, vùng núi có băng giá",Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://dantri.com.vn/thoi-su/mua-lon-keo-dai-nguoi-dan-quay-cuong-trong-bien-nuoc-20200806062837530.htm,2025-12-06T13:58:46.296449
2017-12-19,"Sương muối, rét đậm – rét hại",Mưa lớn kéo dài Điện Biên,0.65,"Điện Biên, Thanh Hóa, Quảng Bình",1.0,Không xác định,,,,,,,"Tuyết phủ kín đỉnh Fansipan, rét đậm rét hại bao trùm miền Bắc",Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://dantri.com.vn/thoi-su/mua-lon-keo-dai-pho-nui-dien-bien-bi-ngap-sau-ca-met-20230803113554512.htm,2025-12-06T13:58:35.677339
2018-01-01,Ngập úng,Mưa lớn kéo dài Quảng Ninh,0.65,Quảng Ninh,1.0,Không xác định,,,,,,,Cập nhật những điểm ngập nước ở TP HCM 2018,VietnamNet,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://dantri.com.vn/thoi-su/mua-lon-keo-dai-gay-ngap-lut-sap-nha-o-quang-ninh-20160722141155161.htm,2025-12-06T13:47:30.619257
