date,disaster_type,location,title,source,category,wind_speed,rainfall,casualties,damages,forecast,url,scrape_time
2024-12-15,Mưa lớn kéo dài,Quảng Ngãi,"Mưa lớn kéo dài, lũ trên các sông ở Quảng Ngãi lên cao",Người Lao Động,Thiên tai khí tượng – thủy văn,,260 mm,,,"Dự báo trong 6-12 giờ tới, lũ trên sông Trà Câu tại trạm Trà Câu dao động ở mức cao, sông Vệ tại trạm Sông Vệ tiếp tục lên và đạt đỉnh, sau đó xuống chậm",https://nld.com.vn/mua-lon-keo-dai-lu-tren-cac-song-o-quang-ngai-len-cao-196241215173912143.htm,2025-12-06T13:41:09.324145
2025-06-19,Mưa lớn kéo dài,,"TP HCM mưa lớn kéo dài, người dân vất vả vì nhiều nơi ngập sâu",Người Lao Động,Thiên tai khí tượng – thủy văn,cấp 5-7,5-15 mm,,,,https://nld.com.vn/tp-hcm-mua-lon-keo-dai-nguoi-dan-vat-va-vi-nhieu-noi-ngap-sau-196250619171506457.htm,2025-12-06T13:41:10.898727
2025-11-17,Mưa lớn kéo dài,,"Mưa lớn kéo dài, nhiều xã ở Bà Rịa - Vũng Tàu cũ thiệt hại nặng nề",Người Lao Động,Thiên tai khí tượng – thủy văn,,,,,,https://nld.com.vn/mua-lon-keo-dai-nhieu-xa-o-ba-ria-vung-tau-cu-thiet-hai-nang-ne-196251117150610891.htm,2025-12-06T13:41:12.669193
2024-11-24,Mưa lớn kéo dài,Quảng Ngãi,"Người dân Quảng Ngãi kể chuyện mưa lớn kéo dài, lũ nhấn chìm hàng chục ngôi nhà",Người Lao Động,Thiên tai khí tượng – thủy văn,,600 mm,,,"Ông Trần Ngọc Sang, Phó Chủ tịch UBND thị xã Đức Phổ, cho biết hiện UBND thị xã Đức Phổ đã yêu cầu các địa phương theo dõi chặt chẽ thông tin dự báo, cảnh báo về mưa lớn, ngập lụt, sạt lở đất, thông tin kịp thời, đầy đủ đến các cấp chính quyền, người dân biết để chủ động phòng tránh, ứng phó, giảm thiểu thiệt hại",https://nld.com.vn/quang-ngai-mua-lon-keo-dai-lu-nhan-chim-hang-chuc-nha-dan-196241124144636818.htm,2025-12-06T13:41:18.927760
2025-11-04,Mưa lớn kéo dài,,"TP HCM: Mưa lớn kéo dài trong đêm, ngập nặng, xe cộ “chết đứng”",Người Lao Động,Thiên tai khí tượng – thủy văn,cấp 5-7,10-70 mm,,,"Theo dự báo, lượng mưa phổ biến từ 10-70 mm, có nơi trên 90 mm",https://nld.com.vn/tp-hcm-mua-lon-keo-dai-trong-dem-ngap-nang-xe-co-chet-dung-1962511042338452.htm,2025-12-06T13:41:24.045588
2025-05-22,Mưa lớn kéo dài,,TP HCM bước vào đợt mưa lớn kéo dài hơn 5 ngày,Người Lao Động,Thiên tai khí tượng – thủy văn,,2 mm,,,"Cơ quan dự báo khuyến cáo người dân cần đề phòng khả năng mưa lớn gây ngập ở các vùng trũng thấp, khu đô thị, công nghiệp, khu vực ven sông và kênh rạch",https://nld.com.vn/chi-tiet-dot-mua-lon-keo-dai-tu-hom-nay-o-tp-hcm-196250522105719615.htm,2025-12-06T13:41:25.630428
2025-06-12,Mưa lớn kéo dài,,Lùi chung kết hoa hậu Việt Nam 2024 vì mưa lớn kéo dài,Người Lao Động,Thiên tai khí tượng – thủy văn,,,,,,https://nld.com.vn/lui-chung-ket-hoa-hau-viet-nam-2024-vi-mua-lon-keo-dai-19625061221135781.htm,2025-12-06T13:41:34.201135
2025-05-24,Mưa lớn kéo dài,"Hà Nội, Đồng Nai",Đô thị | Báo Người lao động,Người Lao Động,Thiên tai khí tượng – thủy văn,,,,,"Dự báo thời tiết hôm nay, 6-12: TPHCM thấp nhất 23 độ C, dễ có những cơn mưa bất chợt
(NLĐO) - Theo dự báo thời tiết hôm nay, TPHCM và Nam Bộ chủ yếu có nắng vào ban ngày, chỉ số UV khá cáo, ở mức có hại cho sức khỏe",https://nld.com.vn/thoi-su/do-thi.htm,2025-12-06T13:41:42.767796
2019-07-03,"Lũ, lũ quét","Quảng Ninh, Hà Nội, Thanh Hóa, Nghệ An, Hà Tĩnh, Quảng Bình, Quảng Trị, Thừa Thiên Huế, Đà Nẵng, Biển Đông, Hoàng Sa, vịnh Bắc Bộ","Bão số 2 gây mưa to đến rất to, cảnh báo lũ, lũ quét, sạt lở đất tại Bắc Bộ và Trung Bộ",Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,cấp 7,50-100mm,,,"Theo bản tin mới nhất của Trung tâm Dự báo Khí tượng Thủy văn trung ương, hiện nay 3-7, ở trạm Bạch Long Vĩ đã quan trắc được gió mạnh cấp 7 (15m/giây), giật cấp 8 (19m/giây); ở trạm Cô Tô có gió giật mạnh cấp 7",https://www.sggp.org.vn/bao-so-2-gay-mua-to-den-rat-to-canh-bao-lu-lu-quet-sat-lo-dat-tai-bac-bo-va-trung-bo-post523199.html,2025-12-06T13:41:55.963076
2018-08-29,"Lũ, lũ quét","Hà Nội, Thanh Hóa, Nghệ An","Cảnh báo lũ, lũ quét và sạt lở đất khu vực vùng núi phía bắc và Bắc Trung bộ",Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,cấp 1,150-250mm,,,"Trung tâm Dự báo khí tượng thủy văn quốc gia cảnh báo cấp độ rủi ro thiên tai do mưa lớn là cấp 1, riêng các tỉnh Hòa Bình, Phú Thọ, Yên Bái, Lào Cai, Lai Châu, Điện Biên, Sơn La là cấp 2",https://www.sggp.org.vn/canh-bao-lu-lu-quet-va-sat-lo-dat-khu-vuc-vung-nui-phia-bac-va-bac-trung-bo-post490223.html,2025-12-06T13:41:57.240903
2025-08-03,"Lũ, lũ quét",Nghệ An,"Thủ tướng chỉ đạo tập trung khắc phục hậu quả mưa lũ, lũ quét, sạt lở đất",Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,cấp 250,,,250 tỷ đồng,,https://www.sggp.org.vn/thu-tuong-chi-dao-tap-trung-khac-phuc-hau-qua-mua-lu-lu-quet-sat-lo-dat-post806658.html,2025-12-06T13:41:57.866580
2025-12-06,"Lũ, lũ quét","Quảng Ninh, Hải Phòng, Quảng Ngãi",Thủ tướng Phạm Minh Chính chủ trì phiên họp Chính phủ thường kỳ tháng 11,VietnamNet,Thiên tai khí tượng – thủy văn,,,,,Nhiều tổ chức quốc tế tiếp tục đánh giá tích cực và dự báo lạc quan về phát triển kinh tế của nước ta trong năm 2025,https://vietnamnet.vn/thu-tuong-pham-minh-chinh-chu-tri-phien-hop-chinh-phu-thuong-ky-thang-11-2469987.html,2025-12-06T13:42:01.036430
2025-11-14,"Lũ, lũ quét","Hà Tĩnh, Quảng Trị, Đà Nẵng, Quảng Ngãi, Khánh Hòa, Gia Lai, Đắk Lắk",Khu vực nào sắp có mưa lớn tới 800mm?,Dân Trí,Thiên tai khí tượng – thủy văn,,800mm,,,"Dự báo từ đêm 15/11 đến đêm 18/11, ở khu vực TP Huế tới Gia Lai có mưa lớn phổ biến 300-600mm, cục bộ có nơi trên 800mm",https://dantri.com.vn/thoi-su/khu-vuc-nao-sap-co-mua-lon-toi-800mm-20251114184746063.htm,2025-12-06T13:42:12.250822
2025-11-29,"Lũ, lũ quét",,48 giờ sinh tồn của gia đình Thái Lan trong cơn đại hồng thủy,Dân Trí,Thiên tai khí tượng – thủy văn,,335mm,,,,https://dantri.com.vn/the-gioi/48-gio-sinh-ton-cua-gia-dinh-thai-lan-trong-con-dai-hong-thuy-20251129161857745.htm,2025-12-06T13:42:12.863543
2025-11-13,"Lũ, lũ quét","Quảng Trị, Đà Nẵng, Khánh Hòa, Gia Lai, Đắk Lắk","Nhiều tỉnh miền Trung sắp mưa lớn, có nơi trên 700mm",Dân Trí,Thiên tai khí tượng – thủy văn,,700mm,,,"Nhiều tỉnh miền Trung sắp mưa lớn, có nơi trên 700mm
(Dân trí) - Khu vực từ Huế đến Gia Lai dự báo có mưa lớn, phổ biến 250-500mm, cục bộ có nơi trên 700mm",https://dantri.com.vn/thoi-su/nhieu-tinh-mien-trung-sap-mua-lon-co-noi-tren-700mm-20251113204055537.htm,2025-12-06T13:42:13.557850
2025-11-26,"Lũ, lũ quét",,"Thái Lan, Malaysia chìm trong lũ lụt do mưa lớn",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,"Trung tâm Dự báo Khí hậu Mỹ dự báo mưa lớn sẽ kéo dài đến tuần tới trên khắp các khu vực đang bị ảnh hưởng nặng nề, bao gồm Philippines, nơi đang phải gánh chịu hậu quả của một loạt cơn bão",https://dantri.com.vn/the-gioi/thai-lan-malaysia-chim-trong-lu-lut-do-mua-lon-20251126055003655.htm,2025-12-06T13:42:14.827379
2025-12-01,"Lũ, lũ quét","Quảng Trị, Đà Nẵng, Khánh Hòa, Gia Lai, Đắk Lắk",Bạn đọc Dân trí tiếp tục hỗ trợ người dân Huế khắc phục hậu quả mưa lũ,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 500,,,3.270 tỷ đồng,,https://dantri.com.vn/tam-long-nhan-ai/ban-doc-dan-tri-tiep-tuc-ho-tro-nguoi-dan-hue-khac-phuc-hau-qua-mua-lu-20251130192705314.htm,2025-12-06T13:42:15.426285
2025-11-26,"Lũ, lũ quét",Lâm Đồng,"Lâm Đồng yêu cầu rà soát hồ đập thủy lợi, ứng phó bão số 15",Dân Trí,Thiên tai khí tượng – thủy văn,,,5 người chết,1.000 tỷ đồng,,https://dantri.com.vn/thoi-su/lam-dong-yeu-cau-ra-soat-ho-dap-thuy-loi-ung-pho-bao-so-15-20251126170930512.htm,2025-12-06T13:42:16.755971
2025-12-03,"Lũ, lũ quét",,Thay đổi tư duy từ “chống” sang “sống cùng” với lũ,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 1,,,,"Hiện đại hóa dự báo khí tượng, thủy văn và vận hành hồ chứa cũng được vị chuyên gia đặc biệt quan tâm",https://dantri.com.vn/thoi-su/thay-doi-tu-duy-tu-chong-sang-song-cung-voi-lu-20251126203623920.htm,2025-12-06T13:42:17.400908
2025-11-26,"Lũ, lũ quét",,Lũ lụt nghiêm trọng càn quét các nước Đông Nam Á,Dân Trí,Thiên tai khí tượng – thủy văn,,335mm,,,"Các quan chức thời tiết Thái Lan dự báo sẽ có mưa rào rải rác và mưa lớn vào ngày 26/11 tại một số tỉnh phía Nam, bao gồm cả Songkhla",https://dantri.com.vn/the-gioi/lu-lut-nghiem-trong-can-quet-cac-nuoc-dong-nam-a-20251126150132082.htm,2025-12-06T13:42:18.568758
2025-12-02,"Lũ, lũ quét","Hà Nội, Phú Yên, Khánh Hòa, Gia Lai, Đắk Lắk, Lâm Đồng, Biển Đông","“Lũ không chảy theo địa giới hành chính"" và giải pháp căn cơ từ lưu vực",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,Dự báo cho thấy mùa mưa bão năm nay vẫn chưa kết thúc,https://dantri.com.vn/khoa-hoc/lu-khong-chay-theo-dia-gioi-hanh-chinh-va-giai-phap-can-co-tu-luu-vuc-20251125220220434.htm,2025-12-06T13:42:19.181600
2025-12-04,"Lũ, lũ quét","Hà Nội, Đà Nẵng, Quảng Nam, Đắk Lắk, Lâm Đồng","""Nước mắt vịnh tôm hùm"" và những vụ mùa tiền tỷ đặt cược vào ông trời",Dân Trí,Thiên tai khí tượng – thủy văn,,,,10 tỷ đồng,"Đối với tôm hùm, đó là thiếu các khu neo đậu an toàn, thiếu phương án di dời lồng bè khi có dự báo mưa lũ lớn, thiếu hệ thống phao, neo, kết cấu lồng đủ vững chãi trước dòng chảy mạnh",https://dantri.com.vn/khoa-hoc/nuoc-mat-vinh-tom-hum-va-nhung-vu-mua-tien-ty-dat-cuoc-vao-ong-troi-20251202155343788.htm,2025-12-06T13:42:19.814681
2025-11-25,"Lũ, lũ quét",Khánh Hòa,Chủ quán trà sữa 7 lần dán mã QR để khách thanh toán vào tài khoản UBMTTQ,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,,https://dantri.com.vn/doi-song/chu-quan-tra-sua-7-lan-dan-ma-qr-de-khach-thanh-toan-vao-tai-khoan-ubmttq-20251124184025423.htm,2025-12-06T13:42:20.876182
2025-12-05,"Lũ, lũ quét",,“Mong rằng ngọn lửa nhân ái sẽ lan tỏa và cháy mãi”,Dân Trí,Thiên tai khí tượng – thủy văn,,,,60 tỷ đồng,,https://dantri.com.vn/tam-long-nhan-ai/mong-rang-ngon-lua-nhan-ai-se-lan-toa-va-chay-mai-20251205120041242.htm,2025-12-06T13:42:21.518626
2025-11-22,"Lũ, lũ quét","Quảng Trị, Đà Nẵng, Quảng Ngãi, Khánh Hòa, Ninh Thuận, Gia Lai, Đắk Lắk, Lâm Đồng","Nơi “gió như phang, nắng như rang” tan hoang sau trận lũ lịch sử",Dân Trí,Thiên tai khí tượng – thủy văn,,,9 người mất tích,,,https://dantri.com.vn/thoi-su/noi-gio-nhu-phang-nang-nhu-rang-tan-hoang-sau-tran-lu-lich-su-20251122121400884.htm,2025-12-06T13:42:22.505952
2025-12-03,"Lũ, lũ quét","Quảng Trị, Đà Nẵng, Quảng Ngãi, Khánh Hòa","Quảng Trị, Huế, Đà Nẵng cảnh báo mưa rất to, cường độ lớn suốt một ngày",Dân Trí,Thiên tai khí tượng – thủy văn,,70-150mm,,5.000 tỷ đồng,"Trung tâm Dự báo Khí tượng thủy văn quốc gia dự báo từ chiều tối 3/12 đến hết đêm 4/12, ở khu vực từ phía Nam tỉnh Quảng Trị đến TP Đà Nẵng và phía Đông tỉnh Quảng Ngãi có mưa vừa, mưa to với lượng mưa phổ biến 70-150mm, cục bộ có nơi mưa rất to trên 250mm; cảnh báo nguy cơ mưa có cường độ lớn trên 100mm/3 giờ",https://dantri.com.vn/thoi-su/quang-tri-hue-da-nang-canh-bao-mua-rat-to-cuong-do-lon-suot-mot-ngay-20251203173905065.htm,2025-12-06T13:42:23.132385
2025-11-27,"Lũ, lũ quét","Quảng Ngãi, Gia Lai, Đắk Lắk","Bộ đội tìm thấy ""gia tài"" tiền, vàng bị lũ cuốn của bà lão ở Đắk Lắk",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,,https://dantri.com.vn/doi-song/bo-doi-tim-thay-gia-tai-tien-vang-bi-lu-cuon-cua-ba-lao-o-dak-lak-20251127120737019.htm,2025-12-06T13:42:24.354664
2025-11-22,"Lũ, lũ quét",Lâm Đồng,Nước mắt miền Trung sau lũ dữ,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,,https://dantri.com.vn/thoi-su/nuoc-mat-mien-trung-sau-lu-du-20251122134259350.htm,2025-12-06T13:42:25.488431
2025-08-03,"Lũ, lũ quét",Nghệ An,Tổng Bí thư: Tập trung xây dựng nhà cho những người dân mất nhà sau lũ quét,Dân Trí,Thiên tai khí tượng – thủy văn,,,4 người chết,500 tỷ đồng,,https://dantri.com.vn/thoi-su/tong-bi-thu-tap-trung-xay-dung-nha-cho-nhung-nguoi-dan-mat-nha-sau-lu-quet-20250803220430217.htm,2025-12-06T13:42:26.750937
2025-11-23,"Lũ, lũ quét","Bình Định, Gia Lai","Bốn ngày chạy lũ trở về, người bảo vệ rơi nước mắt trước cảnh nhà đổ nát",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,,https://dantri.com.vn/thoi-su/bon-ngay-chay-lu-tro-ve-nguoi-bao-ve-roi-nuoc-mat-truoc-canh-nha-do-nat-20251122055628478.htm,2025-12-06T13:42:27.933744
2017-09-16,"Lũ, lũ quét","Thanh Hóa, Nghệ An, Hà Tĩnh, Quảng Bình","Sau bão, lũ quét và sạt lở đất đe dọa nhiều nơi",Dân Trí,Thiên tai khí tượng – thủy văn,Cấp 1-2,,,,"Theo Trung tâm dự báo khí tượng thủy văn Trung ương, lũ trên sông Thao tại Yên Bái, sông Hoàng Long tại Bến Đế, hạ lưu sông Ngàn Sâu và các sông ở Thanh Hóa, Nghệ An đang lên, sông La biến đổi theo triều; thượng lưu sông Ngàn Sâu, sông Ngàn Phố (Hà Tĩnh) và các sông ở Quảng Bình đang xuống",https://dantri.com.vn/thoi-su/sau-bao-lu-quet-va-sat-lo-dat-de-doa-nhieu-noi-20170916145646456.htm,2025-12-06T13:42:29.426203
2025-12-01,"Lũ, lũ quét","Quảng Trị, Đà Nẵng, Quảng Ngãi, Khánh Hòa, Gia Lai, Đắk Lắk, Lâm Đồng",Cảnh báo mưa rất to từ Quảng Ngãi đến Khánh Hòa,Dân Trí,Thiên tai khí tượng – thủy văn,,180mm,,14.352 tỷ đồng,"Để chủ động ứng phó với mưa lớn, lũ, ngập lụt, sạt lở đất, lũ quét, Ban Chỉ đạo Phòng thủ dân sự quốc gia đề nghị các tỉnh theo dõi chặt chẽ bản tin dự báo, cảnh báo và thông tin kịp thời, đầy đủ cho các cấp chính quyền cơ sở cũng như người dân để chủ động phòng tránh",https://dantri.com.vn/thoi-su/canh-bao-mua-rat-to-tu-quang-ngai-den-khanh-hoa-20251201172206251.htm,2025-12-06T13:42:31.092747
2025-11-24,"Lũ, lũ quét","Hà Nội, Đà Nẵng, Quảng Ngãi, Lâm Đồng",Đoàn chuyên gia địa chất tới Lâm Đồng khảo sát tình trạng sạt lở,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,"Trao đổi với phóng viên Dân trí trước đó, ông Nguyễn Xuân Hiển, Phó Giám đốc Trung tâm Dự báo khí tượng thuỷ văn quốc gia (Cục Khí tượng Thủy văn, Bộ Nông nghiệp và Môi trường) cho biết mưa lớn rạng sáng ngày 13/7 gây sạt lở quốc lộ 34 tại Tuyên Quang làm 11 người thiệt mạng",https://dantri.com.vn/thoi-su/doan-chuyen-gia-dia-chat-toi-lam-dong-khao-sat-tinh-trang-sat-lo-20251124201028718.htm,2025-12-06T13:42:32.608174
2025-12-06,"Lũ, lũ quét","Quảng Ngãi, Đắk Lắk",Xóm nằm dưới cửa xả Thủy điện Sông Ba Hạ xơ xác sau lũ dữ,Dân Trí,Thiên tai khí tượng – thủy văn,,,,507 tỷ đồng,,https://dantri.com.vn/thoi-su/xom-nam-duoi-cua-xa-thuy-dien-song-ba-ha-xo-xac-sau-lu-du-20251206084022111.htm,2025-12-06T13:42:33.451709
2025-11-22,"Lũ, lũ quét","Khánh Hòa, Gia Lai, Đắk Lắk",Diễn biến mưa lũ tại các tỉnh Nam Trung Bộ sáng 22/11,Dân Trí,Thiên tai khí tượng – thủy văn,,50-100mm,,4.500 tỷ đồng,"Khánh Hòa lũ giảm chậm, đề phòng nguy cơ lũ quét, sạt lở đất
Theo dự báo của Đài khí tượng thủy văn Khánh Hòa, từ chiều tối 21/11 đến hết đêm 22/11, tại địa phương này tiếp tục có mưa vừa đến mưa to, riêng phía Bắc có nơi mưa rất to kèm dông",https://dantri.com.vn/thoi-su/dien-bien-mua-lu-tai-cac-tinh-nam-trung-bo-sang-2211-20251122070110303.htm,2025-12-06T13:42:34.656957
2025-09-30,"Lũ, lũ quét","Quảng Ninh, Hà Nội, Thanh Hóa, Nghệ An, Hà Tĩnh","Cảnh báo rủi ro thiên tai cấp cao nhất do lũ quét, sạt lở đất tại 4 tỉnh",Dân Trí,Thiên tai khí tượng – thủy văn,cấp 3,40mm,,,"Trung tâm Dự báo khí tượng thủy văn quốc gia cho biết do ảnh hưởng của hoàn lưu bão Bualoi (bão số 10), trong 24 giờ qua (từ 14h ngày 29/9 đến 14h ngày 30/9), khu vực các tỉnh Bắc Bộ, Thanh Hóa và Nghệ An đã có mưa to, có nơi mưa rất to
Lượng mưa tại các trạm trong 24 giờ qua như sau: Thành Hưng, Thanh Hóa 335",https://dantri.com.vn/thoi-su/canh-bao-rui-ro-thien-tai-cap-cao-nhat-do-lu-quet-sat-lo-dat-tai-4-tinh-20250930151506420.htm,2025-12-06T13:42:35.922439
2025-09-17,"Lũ, lũ quét","Khánh Hòa, Lâm Đồng, Biển Đông",Xã vừa bị lũ quét phải di dân khỏi vùng nguy hiểm trước áp thấp nhiệt đới,Dân Trí,Thiên tai khí tượng – thủy văn,,10-30mm,,5 tỷ đồng,"Theo Trung tâm Dự báo Khí tượng Thủy văn quốc gia, ngày 17/9, áp thấp nhiệt đới ở gần Biển Đông có khả năng mạnh lên thành bão và đi vào biển Đông trong ngày 18/9",https://dantri.com.vn/thoi-su/xa-vua-bi-lu-quet-phai-di-dan-khoi-vung-nguy-hiem-truoc-ap-thap-nhiet-doi-20250917160915676.htm,2025-12-06T13:42:37.122002
2025-11-30,"Lũ, lũ quét",,"Lũ lụt càn quét các nước Đông Nam Á, hàng trăm người thiệt mạng",Dân Trí,Thiên tai khí tượng – thủy văn,,335mm,130 người chết,,,https://dantri.com.vn/the-gioi/lu-lut-can-quet-cac-nuoc-dong-nam-a-hang-tram-nguoi-thiet-mang-20251130144332034.htm,2025-12-06T13:42:38.247383
2025-11-24,"Lũ, lũ quét",Đắk Lắk,"Nhà mất, người trắng tay: Những phận đời bơ vơ sau lũ ở Hòa Thịnh",Dân Trí,Thiên tai khí tượng – thủy văn,,,23 người chết,5.330 tỷ đồng,,https://dantri.com.vn/thoi-su/nha-mat-nguoi-trang-tay-nhung-phan-doi-bo-vo-sau-lu-o-hoa-thinh-20251123235823109.htm,2025-12-06T13:42:39.145569
2025-11-21,"Lũ, lũ quét",Gia Lai,"Lũ quét qua trang trại, 15 con bò chết ngổn ngang trong chuồng",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,,https://dantri.com.vn/thoi-su/lu-quet-qua-trang-trai-15-con-bo-chet-ngon-ngang-trong-chuong-20251121212743213.htm,2025-12-06T13:42:40.100827
2025-11-22,"Lũ, lũ quét","Đồng Nai, Lâm Đồng, Biển Đông",Lâm Đồng yêu cầu các công ty thủy điện hạ mực nước hồ để phòng lũ,Dân Trí,Thiên tai khí tượng – thủy văn,,5mm,,1.000 tỷ đồng,Trung tâm Dự báo Khí tượng thủy văn quốc gia đang theo dõi diễn biến vùng áp thấp ngoài khơi Philippines,https://dantri.com.vn/thoi-su/lam-dong-yeu-cau-cac-cong-ty-thuy-dien-ha-muc-nuoc-ho-de-phong-lu-20251122191110521.htm,2025-12-06T13:42:41.343188
2025-11-27,"Lũ, lũ quét",,"Bão bất thường đổ bộ Indonesia gây lũ lụt và lở đất, 28 người chết",Dân Trí,Thiên tai khí tượng – thủy văn,,,28 người chết,,,https://dantri.com.vn/the-gioi/bao-bat-thuong-do-bo-indonesia-gay-lu-lut-va-lo-dat-28-nguoi-chet-20251127144849625.htm,2025-12-06T13:42:41.944494
2025-12-01,"Lũ, lũ quét",Đắk Lắk,Quân đội dựng lều dã chiến cho người dân vùng lũ ở khi chờ xây nhà mới,Dân Trí,Thiên tai khí tượng – thủy văn,,,,610 tỷ đồng,,https://dantri.com.vn/thoi-su/quan-doi-dung-leu-da-chien-cho-nguoi-dan-vung-lu-o-khi-cho-xay-nha-moi-20251201114937275.htm,2025-12-06T13:42:42.750189
2025-10-06,"Lũ, lũ quét",Thanh Hóa,Hoàn lưu bão Matmo có thể gây mưa to và dông lốc ở miền Bắc,Dân Trí,Thiên tai khí tượng – thủy văn,,100-200mm,,,"Hoàn lưu bão Matmo có thể gây mưa to và dông lốc ở miền Bắc
(Dân trí) - Bão Matmo (bão số 11) suy yếu thành áp thấp nhiệt đới, nhưng theo dự báo, hoàn lưu bão sẽ gây mưa to và có thể dông lốc trong ngày 6-7/10 ở khu vực vùng núi, trung du và đồng bằng Bắc Bộ",https://dantri.com.vn/thoi-su/hoan-luu-bao-matmo-co-the-gay-mua-to-va-dong-loc-o-mien-bac-20251006141237668.htm,2025-12-06T13:42:43.694436
2025-12-01,"Lũ, lũ quét",,Mưa lũ khiến hơn 900 người thiệt mạng ở châu Á,Dân Trí,Thiên tai khí tượng – thủy văn,,,200 người mất tích,,,https://dantri.com.vn/the-gioi/mua-lu-khien-hon-900-nguoi-thiet-mang-o-chau-a-20251201104936528.htm,2025-12-06T13:42:44.948024
2025-10-22,"Lũ, lũ quét","Hà Tĩnh, Quảng Trị, Đà Nẵng, Quảng Ngãi",Thủ tướng yêu cầu hoãn các cuộc họp chưa cần thiết để ứng phó bão lũ,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,"Theo dự báo, sáng mai bão Fengshen (bão số 12) sẽ ảnh hưởng trực tiếp đến ven biển và đất liền các tỉnh từ Quảng Trị đến Quảng Ngãi gây mưa lớn trên diện rộng, kéo dài nhiều ngày",https://dantri.com.vn/thoi-su/thu-tuong-yeu-cau-hoan-cac-cuoc-hop-chua-can-thiet-de-ung-pho-bao-lu-20251022220955989.htm,2025-12-06T13:42:46.107482
2009-05-18,"Lũ, lũ quét",,Giữa tuần lại có mưa to,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,"Cũng theo Trung tâm dự báo khí tượng thủy văn Trung ương, khả năng tình hình mưa, bão, lũ năm 2009 có thể sẽ đến sớm hơn",https://dantri.com.vn/thoi-su/giua-tuan-lai-co-mua-to-1242837226.htm,2025-12-06T13:42:47.268197
2025-11-24,"Lũ, lũ quét",Ninh Thuận,Thủ phủ nho của cả nước cắt bỏ hàng tấn nho vụ Tết sau trận lũ lịch sử,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,,https://dantri.com.vn/thoi-su/thu-phu-nho-cua-ca-nuoc-cat-bo-hang-tan-nho-vu-tet-sau-tran-lu-lich-su-20251124145143554.htm,2025-12-06T13:42:48.390795
2025-11-20,"Lũ, lũ quét","Quảng Trị, Đà Nẵng, Khánh Hòa, Gia Lai, Đắk Lắk, Lâm Đồng",Chuyên gia nhận định về đợt mưa lũ lịch sử đang diễn ra ở miền Trung,Dân Trí,Thiên tai khí tượng – thủy văn,,200mm,,,"Trưa 20/11, ông Hoàng Phúc Lâm, Phó Giám đốc Trung tâm Dự báo khí tượng thủy văn quốc gia, cho biết đêm qua và sáng nay, lũ trên sông Kỳ Lộ (Đắk Lắk) đã vượt lũ lịch sử năm 2009; lũ sông Ba (Đắk Lắk) đã vượt lũ lịch sử năm 1993; lũ trên sông Dinh Ninh Hòa (Khánh Hòa) đã vượt lũ lịch sử năm 1986",https://dantri.com.vn/thoi-su/chuyen-gia-nhan-dinh-ve-dot-mua-lu-lich-su-dang-dien-ra-o-mien-trung-20251120140409055.htm,2025-12-06T13:42:49.489522
2025-11-25,"Lũ, lũ quét",Đà Nẵng,Bạn đọc Dân trí hỗ trợ người dân Đà Nẵng 100 triệu đồng khắc phục bão lũ,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 4,,,,"Trưa 26/10, anh đưa 2 con nhỏ đi học rồi đến các nhà hàng xóm giúp di chuyển đồ đạc lên chỗ an toàn vì dự báo có mưa lớn",https://dantri.com.vn/tam-long-nhan-ai/ban-doc-dan-tri-ho-tro-nguoi-dan-da-nang-100-trieu-dong-khac-phuc-bao-lu-20251125080136419.htm,2025-12-06T13:42:50.800504
2025-11-20,"Lũ, lũ quét","Đà Nẵng, Phú Yên, Đắk Lắk, Lâm Đồng",Những ánh mắt hoảng loạn trong dòng lũ vây vùng Phú Yên,Dân Trí,Thiên tai khí tượng – thủy văn,,50mm,,,"Trung tâm dự báo Khí tượng thủy văn quốc gia cảnh báo, từ 3 đến 6 giờ tới, khu vực các tỉnh, thành phố từ Đà Nẵng đến Lâm Đồng tiếp tục có mưa với lượng mưa tích lũy phổ biến từ 20 đến 50mm, có nơi trên 100mm",https://dantri.com.vn/thoi-su/nhung-anh-mat-hoang-loan-trong-dong-lu-vay-vung-phu-yen-20251120170619258.htm,2025-12-06T13:42:51.647565
